,URW NA Equity,VIE FP Equity,VIV FP Equity,ORA FP Equity,EN FP Equity,SOLB BB Equity,AC FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,LG FP Equity,ENGI FP Equity,FR FP Equity,FTI FP Equity,STM FP Equity,SU FP Equity,SW FP Equity,ACA FP Equity,AI FP Equity,AIR FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,SGO FP Equity,LI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,GLE FP Equity,GTO NA Equity,HOLN FP Equity,KER FP Equity,ALO FP Equity,ALU FP Equity,ATO FP Equity,BN FP Equity,TEC FP Equity,TTE FP Equity,UG FP Equity,UL NA Equity,MT NA Equity,NOKIA FP Equity,OR FP Equity,BNP FP Equity,CA FP Equity,CAP FP Equity,CS FP Equity,DG FP Equity,DSY FP Equity,EDF FP Equity,EL FP Equity
2017-06-29,222.5,17.9191,5.7201,14.035,36.96,118.25,41.275,65.65,117.6,432.5,59.96,13.4,58.51,17.6545,12.51,67.77,113.85,14.305,81.3298,72.22,79.77,79.84,84.0818,46.7,36.05,61.32,218.25,29.3125,48.52,52.55,50.28,278.21,28.3833,3.5,91.5353,66.38,67.4,43.9,17.5,222.5,19.655,5.402,183.45,63.97,22.08,89.77,24.165,74.89,15.612,9.0639,111.85
2017-06-30,220.65,17.8372,5.6663,13.89,36.92,117.5,41.045,65.31,117.25,432.65,59.96,13.215,58.99,17.6657,12.57,67.27,113.2,14.085,81.2923,72.0,79.25,80.24,83.306,46.78,35.885,61.25,218.3,29.1,47.11,52.55,50.27,277.19,28.3833,3.5,92.9343,65.81,67.4,43.285,17.465,220.65,19.86,5.367,182.4,63.06,22.15,90.48,23.95,74.73,15.698,9.0658,111.4
2017-07-03,218.55,18.0686,5.7332,14.08,37.17,120.2,40.885,65.25,118.0,432.5,59.96,13.44,59.91,18.3204,12.675,68.16,113.55,14.47,82.6822,73.1,80.75,80.99,83.7436,47.43,35.65,62.18,220.95,29.6375,48.365,54.31,51.65,279.98,28.8701,3.5,93.0477,66.68,67.4,44.155,18.035,218.55,20.61,5.45,182.95,64.94,22.365,90.43,24.565,75.05,15.494,9.1299,112.9
2017-07-04,215.85,18.0107,5.6896,14.065,36.72,118.8,40.78,65.31,117.9,437.8,59.96,13.355,59.56,18.3687,12.51,67.51,113.45,14.615,82.006,73.1,80.46,80.89,83.4055,47.205,35.69,61.39,220.05,29.3125,48.575,56.02,51.04,280.72,28.6707,3.5,92.405,66.41,67.4,43.98,18.13,215.85,20.73,5.416,181.35,64.68,22.45,89.91,24.525,74.79,15.522,8.7627,112.2
2017-07-05,214.3,17.9143,5.7027,14.08,36.895,120.45,40.68,65.23,117.0,442.1,59.96,13.285,59.51,17.8405,12.875,67.92,113.6,14.645,81.6304,73.91,79.84,81.89,83.7635,47.655,35.59,61.85,221.8,29.475,49.0,55.29,51.32,282.12,28.6105,3.5,92.6318,66.43,67.4,43.325,17.895,214.3,20.49,5.467,181.5,64.47,22.425,90.48,24.63,75.34,15.712,8.6518,113.3
2017-07-06,212.5,17.9239,5.6576,14.03,36.615,120.35,40.47,66.4,116.1,438.0,59.96,13.1,60.63,17.7996,12.99,67.38,106.75,14.73,80.9917,74.13,81.11,81.05,82.5203,47.195,35.065,61.11,219.2,29.6125,49.855,54.61,50.6,279.75,28.3555,3.5,92.1025,65.43,67.4,43.1,18.4,212.5,20.38,5.411,178.55,65.34,22.31,90.16,24.81,73.45,15.536,8.4138,112.05
2017-07-07,213.55,18.2277,5.6838,14.005,36.69,120.1,40.24,63.46,115.85,443.9,59.96,13.095,60.75,17.3197,13.155,67.4,104.05,14.695,80.6912,74.1,81.25,81.97,83.2066,47.115,35.21,61.27,216.4,29.75,49.425,54.79,50.6,279.1,28.0077,3.5,93.1611,65.58,67.4,42.46,18.38,213.55,20.08,5.476,179.35,65.52,21.28,90.67,25.0,73.89,15.588,8.3535,112.4
2017-07-10,213.55,18.488,5.7448,14.045,37.025,120.7,40.54,63.0,116.0,442.4,59.96,13.16,61.84,17.6247,13.425,67.64,102.95,14.66,81.1044,74.36,80.95,82.0,83.4453,47.33,35.315,61.35,216.8,29.8125,49.185,54.79,51.05,280.72,28.323,3.5,93.577,65.75,67.4,42.765,18.47,213.55,20.55,5.473,180.05,65.56,21.19,92.26,25.175,74.85,15.64,8.2608,112.0
2017-07-11,210.75,18.3385,5.7666,13.925,36.65,120.65,40.6,62.53,115.15,437.2,59.96,13.045,62.4,18.0302,13.39,67.79,101.45,14.705,80.3907,74.44,81.47,81.51,82.9082,46.795,34.9,61.13,214.5,29.7875,48.775,55.02,50.44,276.35,28.2813,3.5,92.594,64.6,67.4,42.67,18.69,210.75,20.9,5.413,179.1,65.26,21.23,91.87,25.03,75.12,15.472,8.2627,111.4
2017-07-12,213.45,18.6664,5.8306,14.13,37.535,122.3,41.59,62.87,116.55,446.9,59.96,13.325,64.35,18.0191,13.82,69.03,103.45,14.745,82.0436,74.64,82.8,83.19,85.4941,47.95,35.24,62.26,216.35,30.3,49.13,55.43,51.68,282.91,28.5455,3.5,93.9173,65.68,67.4,43.075,19.015,213.45,21.23,5.541,182.0,65.99,21.46,93.03,25.125,77.07,15.632,8.452,113.45
2017-07-13,213.7,18.7049,5.7288,14.36,38.01,123.05,41.9,62.82,116.55,447.45,59.96,13.33,64.06,17.6657,13.84,69.23,101.75,14.9,81.7431,75.0,83.08,83.1,84.7581,48.03,35.235,62.15,216.4,30.575,49.6,55.34,51.61,282.35,29.3198,3.5,94.3332,66.08,67.4,43.11,18.95,213.7,21.715,5.523,183.1,66.92,21.625,93.54,25.33,77.96,15.606,8.4367,113.8
2017-07-14,215.3,18.7049,5.7608,14.295,37.945,123.9,41.895,63.0,117.65,451.95,59.96,13.315,64.41,18.153,13.86,68.68,101.4,14.65,82.1938,74.56,83.41,83.43,84.1216,47.75,35.215,62.24,219.75,30.6625,48.98,55.59,51.22,284.53,29.4218,3.5,94.7491,65.94,67.4,43.335,19.06,215.3,21.945,5.479,184.15,66.3,21.765,93.16,25.215,77.89,15.722,8.5142,114.7
2017-07-17,214.45,18.5699,5.6998,14.375,37.805,125.5,42.145,63.43,117.7,451.05,59.96,13.285,64.58,18.1492,13.865,68.22,101.9,14.66,82.3441,73.64,84.41,83.05,83.3458,47.435,35.12,62.09,222.35,30.675,48.75,55.29,51.98,287.56,28.9396,3.5,94.7869,65.83,67.4,43.27,19.045,214.45,22.23,5.503,184.25,65.86,21.89,93.05,25.15,77.76,15.73,8.4606,114.1
2017-07-18,215.75,18.4349,5.646,14.25,37.295,123.3,42.0,63.3,116.85,443.75,59.96,13.29,64.14,17.9186,13.67,68.03,100.5,14.535,81.5177,72.46,83.12,81.65,82.1424,47.405,35.375,61.25,219.0,29.95,47.95,54.69,51.95,283.42,28.5502,3.5,94.5223,65.3,67.4,42.915,18.97,215.75,21.975,5.321,183.5,64.76,21.66,93.31,24.79,77.15,15.676,8.366,112.9
2017-07-19,217.8,18.541,5.7565,14.35,37.84,125.1,42.0,63.89,117.5,442.9,59.96,13.6,64.37,18.1827,14.01,68.44,102.15,14.575,82.0811,73.69,83.09,82.76,81.7943,47.415,35.59,61.51,222.25,30.2875,48.13,55.03,51.82,288.67,28.6244,3.5,95.8456,65.97,67.4,43.385,19.05,217.8,22.535,5.431,185.25,64.84,21.22,93.47,24.965,78.38,15.706,8.5094,114.2
2017-07-20,218.15,18.541,5.7797,14.375,37.17,123.9,41.395,66.83,116.85,440.0,59.96,13.45,64.02,18.1344,14.165,67.58,101.8,14.53,81.4801,72.36,83.37,81.5,82.3214,47.56,35.455,61.0,222.3,29.75,48.095,55.04,51.3,289.46,28.2025,3.5,94.8247,65.93,67.4,43.345,19.05,218.15,22.09,5.387,184.6,64.29,21.31,94.09,24.885,77.95,15.71,8.431,115.0
2017-07-21,215.35,18.4349,5.6939,14.225,36.6,121.55,40.755,65.02,115.55,435.85,59.96,13.57,59.58,17.9075,14.065,65.49,100.4,14.39,79.6769,71.37,81.08,81.05,81.0782,46.625,35.27,60.3,219.25,29.3375,47.6,55.0,51.01,285.0,28.0448,3.5,93.2746,64.65,67.4,42.715,18.4,215.35,21.59,5.306,180.9,63.64,20.99,92.61,24.56,76.12,15.632,8.3401,114.1
2017-07-24,215.25,18.4157,5.7419,14.19,36.405,121.95,40.6,65.95,114.7,433.65,59.96,13.52,59.77,17.8851,14.25,65.4,100.75,14.505,79.9399,71.63,80.83,81.03,81.466,47.0,35.135,59.91,219.15,29.125,48.165,44.15,52.05,285.98,27.8965,3.5,93.1233,64.05,67.4,42.655,18.16,215.25,21.775,5.336,179.7,64.23,20.735,93.17,24.635,76.79,15.44,8.3134,114.35
2017-07-25,215.65,18.3964,5.8146,14.23,36.64,122.85,41.395,65.15,116.1,432.3,59.96,13.625,60.35,17.5578,14.34,65.66,100.25,14.845,80.015,72.63,80.67,81.67,82.2219,46.715,35.185,60.5,218.85,29.1,49.415,43.365,52.03,284.77,28.3184,3.5,95.0138,64.35,67.4,42.97,18.085,215.65,22.485,5.274,180.2,65.17,20.575,93.19,24.995,77.14,16.0,8.2522,116.2
2017-07-26,216.75,18.4398,5.8219,14.33,36.75,123.75,41.33,64.94,118.0,430.5,59.96,13.7,60.7,17.9223,14.625,66.1,101.95,15.0,80.6161,74.65,81.36,82.26,81.8838,47.395,35.3,60.8,218.0,28.9875,50.0,44.71,51.39,286.63,28.4853,3.5,97.6226,64.4,67.4,43.22,18.66,216.75,22.05,5.311,180.8,65.9,20.705,95.0,25.15,77.2,16.542,8.3009,116.25
2017-07-27,217.0,18.1312,5.8451,14.48,36.705,122.6,40.005,65.19,118.15,430.5,59.96,13.745,59.9,17.7103,14.615,68.6,101.2,15.075,80.2404,72.27,81.04,81.47,81.7644,46.735,35.305,61.04,216.05,28.875,50.29,44.72,50.84,283.61,28.4157,3.5,97.547,64.75,67.4,43.0,18.725,217.0,22.365,5.478,181.05,66.0,20.76,94.98,25.28,77.26,16.602,8.2751,116.4
