,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,CAP FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,ERF FP Equity,GLE FP Equity,SGO FP Equity,STLAP FP Equity,VIV FP Equity,WLN FP Equity,OR FP Equity,ORA FP Equity
2020-12-23,10.46,122.2727,19.598,82.92,91.95,45.91,53.8,43.835,41.37,157.2,851.6,30.34,116.65,75.94,554.1,13.65,122.3,33.0,128.1,34.09,12.69,36.68,119.1,77.8856,271.3,35.865,65.0,19.3606,73.08,496.1,26.3625,19.186,70.19,17.26,37.69,,7.5997,76.98,303.7,9.75
2020-12-24,10.52,122.2727,19.652,82.36,92.04,45.95,53.64,43.795,41.37,157.75,851.4,29.99,116.95,75.38,552.7,13.64,122.5,32.67,128.65,33.97,12.6,36.6,118.65,77.9154,273.0,35.89,65.62,19.1436,72.3,496.45,26.375,19.01,69.86,17.274,37.37,,7.5386,77.16,302.3,9.75
2020-12-25,10.52,122.2727,19.652,82.36,92.04,45.95,53.64,43.795,41.37,157.75,851.4,29.99,116.95,75.38,552.7,13.64,122.5,32.67,128.65,33.97,12.6,36.6,118.65,77.9154,273.0,35.89,65.62,19.1436,72.3,496.45,26.375,19.01,69.86,17.274,37.37,,7.5386,77.16,302.3,9.75
2020-12-28,10.45,124.0,19.728,83.84,91.98,46.8,54.48,43.63,41.61,159.0,869.2,30.42,120.6,75.68,571.4,14.12,126.5,33.56,128.3,34.4,12.9,36.11,119.95,78.2337,272.8,35.855,65.42,19.563,74.34,504.0,26.6875,19.07,69.87,17.172,38.35,,7.6462,77.46,309.1,9.814
2020-12-29,10.455,123.5,19.736,83.12,93.07,46.7,54.54,43.645,41.61,161.05,882.6,30.14,120.65,76.32,577.5,14.345,125.45,33.37,129.15,34.21,12.755,36.255,120.5,78.7906,276.5,35.77,65.52,19.592,73.66,512.8,26.575,18.966,70.5,17.08,38.13,,7.7276,79.42,312.2,9.826
2020-12-30,10.365,123.0,19.676,83.02,91.25,46.93,54.24,43.305,41.22,160.1,884.0,30.53,120.85,75.44,588.0,14.245,128.25,33.51,128.85,33.96,12.695,35.945,119.0,78.4326,273.7,35.59,65.0,19.4184,73.74,513.1,26.5125,19.164,70.33,16.982,38.03,,7.6753,79.1,313.2,9.804
2020-12-31,10.32,122.0455,19.512,81.36,89.78,46.61,53.76,43.105,40.76,156.8,879.6,30.28,118.3,74.9,594.4,14.03,126.8,33.23,127.55,33.65,12.52,35.76,115.95,78.2734,271.3,35.3,64.58,19.2931,73.0,510.9,26.2375,18.88,68.63,17.022,37.5,,7.6695,79.1,310.8,9.734
2021-01-01,10.32,122.0455,19.512,81.36,89.78,46.61,53.76,43.105,40.76,156.8,879.6,30.28,118.3,74.9,594.4,14.03,126.8,33.23,127.55,33.65,12.52,35.76,115.95,78.2734,271.3,35.3,64.58,19.2931,73.0,510.9,26.2375,18.88,68.63,17.022,37.5,,7.6695,79.1,310.8,9.734
2021-01-04,10.22,124.0455,19.438,82.72,89.89,48.25,54.4,43.01,41.39,158.7,884.4,31.74,121.75,75.18,580.7,14.49,128.35,33.7,128.75,34.02,12.805,35.76,116.15,78.5718,280.4,34.585,61.2,19.4088,75.56,512.1,26.6875,19.714,72.23,16.702,38.37,,7.6549,80.44,311.7,9.95
2021-01-05,10.255,122.7273,19.43,81.32,89.83,47.5,54.6,42.92,41.13,155.4,870.0,32.02,120.6,76.22,571.5,15.01,126.6,33.41,127.4,34.13,12.615,36.57,116.4,78.5619,274.1,35.495,62.84,19.3027,75.5,506.2,26.125,19.75,73.74,16.808,38.27,,7.5764,80.06,308.5,9.92
2021-01-06,10.67,123.0,20.26,84.44,90.17,48.61,55.08,45.29,42.31,153.15,868.0,32.07,123.95,75.44,575.2,15.34,125.05,32.75,128.5,35.29,13.125,36.64,116.3,78.0845,263.6,37.055,64.94,19.9101,77.32,502.3,25.8625,20.26,72.44,17.956,40.0,,7.6956,79.5,308.8,10.09
2021-01-07,10.75,123.9545,20.385,84.58,89.62,47.56,54.22,46.31,42.78,155.7,875.4,32.4,126.5,74.6,577.4,15.42,123.55,32.65,128.65,35.84,13.07,38.165,115.8,77.2988,267.6,37.46,64.5,20.2187,79.6,515.3,26.7375,20.785,71.85,18.142,42.48,,7.6084,77.14,307.6,10.31
2021-01-08,10.67,124.6818,20.365,85.66,90.1,48.42,53.02,45.285,43.68,157.95,887.4,33.0,127.85,75.28,586.3,15.24,127.0,33.43,130.9,35.65,13.305,36.64,116.35,78.363,270.4,37.485,63.0,21.2118,80.94,525.3,27.0,20.3,72.23,17.778,43.47,,7.5619,77.86,306.3,10.165
2021-01-11,10.525,123.8182,20.25,82.48,89.78,47.16,52.68,44.98,43.0,156.8,888.2,33.38,126.8,75.2,583.1,15.325,123.3,33.28,129.35,35.13,13.165,36.265,116.5,78.8105,270.1,36.915,62.64,20.9225,80.32,522.4,26.8125,20.155,73.76,17.538,42.93,,7.5997,74.8,305.1,10.065
2021-01-12,10.66,121.8182,20.19,83.08,89.96,47.35,52.6,45.34,43.28,156.15,884.6,33.62,125.8,74.82,575.5,15.465,124.05,32.75,128.5,34.99,13.505,36.895,116.3,78.7608,273.0,37.05,62.5,21.7903,79.74,515.8,27.6875,20.35,73.49,17.638,43.0,,7.559,73.66,300.5,10.005
2021-01-13,10.605,123.0,20.065,84.02,89.11,46.8,53.68,45.025,42.9,158.0,887.4,33.68,126.2,74.78,570.8,17.54,125.65,32.82,128.65,34.8,13.685,35.815,114.5,78.6017,281.5,37.435,60.9,21.7903,80.74,512.1,27.2,19.918,74.29,17.65,43.5,,7.6055,74.26,301.5,10.175
2021-01-14,10.42,122.1364,20.045,86.52,93.25,46.89,52.92,45.13,43.61,156.0,897.0,33.35,124.5,77.06,569.6,17.1,124.7,32.79,126.5,35.27,13.845,35.43,116.95,80.5311,283.8,37.8,63.54,22.1566,80.06,508.0,27.4625,20.245,75.58,17.762,43.52,,7.6317,76.26,298.0,9.956
2021-01-15,10.175,120.3636,19.916,84.72,92.55,44.98,53.62,44.435,44.27,155.55,881.0,32.93,124.35,76.44,561.8,16.61,124.15,32.55,124.05,34.52,13.615,34.07,114.75,81.0881,282.8,37.095,62.5,22.3013,80.0,493.95,27.2125,19.708,74.75,17.334,43.12,,7.591,73.44,298.4,9.75
2021-01-18,10.28,120.8182,19.734,84.66,91.19,45.7,54.72,44.805,45.08,155.35,887.6,33.07,122.75,75.46,565.5,15.46,124.85,32.08,125.05,35.27,13.485,34.63,113.7,81.1876,286.2,36.98,60.46,21.906,79.8,499.65,27.2375,20.185,76.8,17.4,42.65,12.75,7.6113,74.5,296.9,9.67
2021-01-19,10.05,120.3182,19.65,84.84,91.3,48.46,56.18,44.11,43.01,156.3,862.4,32.76,122.65,75.6,547.9,15.0,125.4,32.12,123.1,35.09,13.58,34.18,113.25,82.7789,285.6,37.15,60.38,22.3206,79.66,491.05,26.9,19.204,77.41,16.984,42.71,13.147,7.6026,73.6,297.1,9.662
2021-01-20,10.205,119.0909,19.716,83.58,92.41,48.68,55.28,44.42,43.54,154.15,868.2,33.5,123.2,78.5,556.7,14.915,124.5,32.45,124.5,35.08,13.445,34.815,114.9,81.9037,288.2,37.345,60.58,22.5423,79.82,507.7,27.75,19.242,77.97,17.084,43.25,13.189,7.6753,73.62,293.6,9.662
2021-01-21,10.06,119.2273,19.518,81.52,89.36,48.61,55.08,44.34,43.4,153.65,875.6,33.4,125.15,76.58,550.2,15.075,124.3,32.85,122.6,34.5,13.315,35.25,111.95,80.9787,291.4,36.475,55.5,21.9831,80.28,507.6,28.0625,19.03,78.28,16.898,43.32,12.933,7.7363,73.82,294.6,9.562
2021-01-22,9.922,120.0455,19.212,80.46,88.83,47.62,54.56,43.085,43.18,153.1,875.6,32.6,125.35,75.5,544.0,14.715,123.4,33.0,122.5,34.09,13.115,34.42,110.55,81.0185,289.8,36.22,56.94,21.5492,79.84,511.5,27.8625,18.642,78.0,16.34,42.6,12.521,7.7218,72.98,296.3,9.588
2021-01-25,9.5,119.4545,18.77,78.72,84.87,46.06,54.7,41.23,41.75,151.95,869.6,32.69,124.7,73.2,533.0,14.825,121.2,33.53,120.55,32.74,12.93,32.955,106.15,81.0583,286.6,35.35,57.5,21.5589,78.7,501.9,27.4375,17.992,78.18,15.616,42.03,11.957,7.6404,70.92,299.0,9.554
2021-01-26,9.674,122.6818,18.856,77.98,85.29,45.54,55.38,41.99,41.98,153.9,870.0,32.7,125.6,73.36,545.7,14.665,121.7,33.94,120.7,32.8,12.99,34.025,108.0,80.6306,283.7,35.98,59.98,21.3757,79.6,508.0,27.7875,18.35,79.88,15.986,41.94,12.178,7.6491,71.5,301.8,9.702
2021-01-27,9.428,124.0909,18.674,76.84,84.36,43.83,55.2,40.525,41.55,152.95,854.2,31.72,123.1,74.28,541.6,14.425,119.5,33.83,118.35,32.46,12.73,34.22,105.95,78.6414,276.4,35.825,71.9,21.0961,78.08,506.4,27.125,17.578,80.96,15.564,40.82,11.76,7.5968,70.2,297.6,9.854
2021-01-28,9.57,124.0,18.796,78.68,85.15,45.02,55.28,41.205,42.5,157.85,861.6,33.03,123.8,73.98,555.9,14.335,119.5,33.17,117.9,33.3,12.96,35.4,106.3,78.6613,273.5,35.815,70.84,21.6071,77.76,517.0,27.7125,18.48,82.5,15.77,41.61,12.037,7.591,71.24,297.4,9.802
2021-01-29,9.38,122.7273,18.3,76.58,83.2,44.86,54.96,39.78,42.76,155.7,842.6,33.27,120.95,74.18,541.6,13.99,119.5,32.95,117.0,32.42,12.82,35.24,104.1,76.7318,270.2,34.895,69.5,21.2696,75.9,498.3,28.475,18.042,79.18,15.438,41.08,11.87,7.3613,70.06,290.1,9.704
2021-02-01,9.516,123.7273,18.454,77.92,83.11,45.99,55.6,40.18,43.75,156.95,854.2,33.92,123.4,74.6,543.0,14.1,122.25,33.55,120.5,33.07,12.975,35.035,102.95,77.7861,279.6,34.555,66.5,21.4721,76.64,507.7,28.55,18.402,80.84,15.584,41.64,11.95,7.4572,72.16,296.5,9.726
2021-02-02,9.796,123.5,18.816,80.16,88.59,47.0,54.68,41.605,43.75,159.7,884.8,33.95,125.9,76.84,549.2,14.27,124.75,34.25,123.05,33.56,13.035,35.98,107.85,78.174,288.4,34.87,65.9,21.8481,77.56,524.9,28.6125,18.218,82.65,16.136,42.05,12.299,7.5503,75.02,298.4,9.716
2021-02-03,9.872,124.0909,18.988,80.04,89.81,45.6,54.26,41.9,44.77,158.5,890.6,33.72,125.5,76.46,543.2,14.125,124.6,34.0,121.5,33.43,13.3,37.695,108.85,77.3087,284.5,35.14,63.62,22.2049,77.8,524.5,29.175,18.048,81.14,16.256,42.6,12.331,7.5357,74.14,295.9,9.788
2021-02-04,9.954,123.9545,19.154,81.3,93.1,45.44,54.1,42.485,45.69,160.75,890.0,33.59,125.2,78.12,542.1,14.17,126.6,36.06,125.8,33.39,13.29,38.355,112.9,78.4027,283.8,34.935,62.62,22.1952,77.86,525.1,28.8875,18.334,81.36,16.66,43.16,12.409,7.5474,74.24,298.1,9.832
2021-02-05,10.135,123.8636,19.204,86.0,93.42,42.81,53.34,43.595,46.55,163.2,900.6,33.69,124.6,77.68,549.0,14.48,128.25,36.54,128.75,33.81,13.4,40.36,112.2,79.5763,284.0,35.07,61.54,22.0892,77.4,528.7,29.4875,18.64,80.54,17.17,42.5,12.669,7.5357,74.94,305.6,9.844
2021-02-08,10.22,124.3636,19.25,86.86,93.87,44.1,53.16,44.12,46.84,162.05,900.2,34.28,124.75,77.3,547.0,14.37,131.45,37.6,131.0,33.89,13.245,40.44,112.25,80.3322,281.9,35.18,60.86,21.7613,78.14,527.9,29.5,19.12,80.12,17.284,43.05,12.897,7.5386,75.64,308.2,9.826
2021-02-09,10.135,125.0,19.294,85.9,92.47,43.66,53.46,43.92,46.23,163.75,915.6,34.57,123.15,78.12,555.5,14.56,132.95,37.8,133.2,33.5,13.1,39.77,111.65,80.1433,286.8,34.565,62.9,21.5107,77.86,537.0,29.3,18.984,80.03,17.404,42.38,12.779,7.4921,74.82,312.8,9.732
2021-02-10,10.22,122.5,19.3,85.56,91.69,42.66,53.36,45.135,46.91,163.1,906.4,33.65,123.05,77.7,551.0,14.575,133.2,37.81,132.05,33.4,13.12,39.26,110.85,79.0293,286.3,34.745,65.0,21.4817,77.78,529.5,29.3625,19.22,79.67,17.9,41.91,12.538,7.559,76.58,311.3,9.872
2021-02-11,10.725,122.6818,19.272,86.66,91.22,43.27,54.54,45.695,46.99,159.4,919.0,34.85,125.0,78.16,547.9,14.49,135.0,37.87,132.2,33.41,13.105,39.39,109.45,77.3883,290.4,34.64,56.58,21.7903,74.5,531.5,29.3125,18.788,81.8,17.956,42.39,12.485,7.5444,77.96,309.0,9.72
2021-02-12,10.875,122.6364,19.116,85.66,92.21,42.04,53.92,46.48,47.0,159.3,924.4,35.3,129.0,77.9,547.9,14.445,135.3,38.05,136.9,33.55,13.055,39.34,108.9,77.7364,295.0,34.975,58.26,21.6842,75.54,529.3,29.175,18.686,81.45,17.772,42.19,12.576,7.5881,78.72,318.3,9.746
2021-02-15,11.095,122.0455,19.57,86.08,93.67,40.9,55.24,47.55,47.57,161.2,930.4,35.55,128.75,77.84,566.0,14.725,137.3,37.59,136.7,34.27,13.105,39.45,110.9,78.1143,293.0,36.54,57.32,21.8674,74.94,535.9,29.425,19.532,81.03,18.92,42.81,12.688,9.0766,78.62,315.0,9.89
2021-02-16,11.155,121.0455,19.534,86.12,93.8,42.09,54.74,47.61,47.46,163.25,937.0,35.15,129.55,76.94,565.3,14.65,137.15,37.83,140.0,34.03,12.94,39.915,109.35,77.617,290.7,36.395,57.22,21.6938,75.22,539.8,29.475,19.764,81.66,18.926,42.58,12.807,8.9225,79.0,313.6,9.89
2021-02-17,11.185,121.4091,19.704,85.24,93.9,41.62,55.88,47.65,47.51,163.3,930.4,34.44,127.05,77.64,524.9,14.72,135.5,37.36,136.95,34.46,12.985,39.49,111.0,78.353,286.5,36.965,57.7,21.7613,75.0,535.0,29.0625,19.584,81.57,19.06,42.29,12.494,8.7946,77.24,317.0,10.05
2021-02-18,11.035,120.9091,19.44,85.02,91.29,41.41,55.58,47.075,47.31,164.75,934.6,33.96,125.7,76.18,532.8,14.63,137.9,37.47,137.45,33.83,12.795,39.8,107.75,77.8159,285.0,36.575,56.38,21.501,74.88,534.0,29.2625,19.038,81.27,19.084,42.11,12.589,8.6463,77.2,316.8,9.788
2021-02-19,11.325,120.1364,19.856,85.02,91.77,41.0,56.82,48.325,47.71,163.35,963.6,34.62,128.6,76.74,528.0,15.05,140.05,37.69,136.45,33.39,12.895,38.035,112.05,76.5926,286.1,36.95,55.56,21.5781,74.64,541.8,29.7625,19.772,81.11,19.806,43.25,12.692,8.53,77.08,316.1,9.764
2021-02-22,11.455,119.1818,19.93,85.54,95.8,40.42,57.42,49.3,48.5,160.95,951.0,33.83,125.8,78.1,522.3,14.9,137.1,36.11,136.95,33.19,12.735,36.885,114.8,75.8865,278.5,37.47,56.9,21.9831,73.12,542.9,30.0125,19.702,77.45,20.15,43.06,12.521,8.6143,74.9,310.9,9.744
2021-02-23,11.36,118.5,20.085,87.62,98.95,41.5,57.62,49.45,49.01,160.5,943.2,32.9,123.7,79.46,522.9,14.725,135.3,35.39,136.45,33.75,12.67,36.71,118.65,76.2047,276.2,38.31,58.24,22.2627,72.36,539.4,29.6875,19.356,75.94,20.12,42.86,12.559,8.6172,74.28,311.7,9.79
2021-02-24,11.66,117.5455,20.305,87.9,102.72,41.59,57.96,50.17,49.03,160.5,937.8,32.71,123.6,80.34,526.3,14.565,136.1,34.98,136.95,34.49,12.645,36.965,121.0,76.2147,274.0,38.975,59.26,22.5134,72.5,532.8,29.6375,19.85,74.99,20.38,43.41,12.887,8.5475,73.7,307.2,9.768
2021-02-25,11.8,115.2727,21.15,87.92,98.93,41.59,58.5,50.31,48.74,160.65,935.4,32.41,124.9,79.24,527.3,14.71,133.95,34.57,134.9,34.26,12.605,37.355,116.35,75.24,274.1,39.455,61.14,22.5134,72.78,531.0,29.55,20.195,74.86,20.92,43.09,12.843,8.4224,74.2,306.9,9.794
2021-02-26,11.615,113.3636,20.8,86.04,95.91,41.34,56.46,49.275,48.54,157.35,923.2,31.97,122.85,78.44,524.9,14.445,133.15,34.38,135.0,33.56,12.085,37.125,113.25,75.3892,293.1,38.375,60.82,21.5492,71.92,525.0,29.9375,19.358,73.64,20.535,44.42,12.733,8.3062,73.8,302.8,9.548
2021-03-01,11.78,115.8182,21.305,88.2,100.68,41.9,57.24,49.135,49.18,158.75,928.8,31.4,124.5,81.08,547.2,14.35,136.45,34.43,136.55,34.03,12.01,37.635,117.25,76.0058,294.3,38.835,63.76,21.6167,72.92,537.1,30.0125,20.015,75.0,20.78,44.32,13.181,8.3294,74.5,305.7,9.606
2021-03-02,11.975,115.3636,21.59,87.96,99.1,42.51,56.12,50.45,48.99,157.55,925.6,30.72,126.05,80.28,557.9,14.235,137.1,34.59,136.3,33.72,11.82,37.42,117.15,75.9262,297.9,38.915,62.42,21.7903,72.78,539.3,30.6625,20.625,75.1,20.73,44.51,13.174,8.5242,74.52,308.9,9.648
2021-03-03,12.27,114.7273,22.095,87.82,100.46,43.84,55.32,51.72,49.25,157.0,928.0,30.4,125.45,81.62,554.0,14.26,138.85,34.34,134.35,34.31,11.535,39.37,118.6,74.9416,303.6,39.31,62.4,21.4335,72.38,543.8,31.275,20.76,73.93,21.48,46.27,13.145,8.5039,73.24,307.6,9.622
2021-03-04,12.11,115.8636,22.0,88.86,100.3,43.65,56.14,51.65,48.98,158.9,909.6,29.25,123.45,82.98,546.6,14.33,137.85,34.22,134.0,34.61,11.505,39.175,121.75,76.334,301.7,40.56,66.16,21.4817,72.24,533.9,30.975,20.085,74.93,21.215,46.25,13.113,8.1463,71.04,310.8,9.792
2021-03-05,12.215,115.8636,22.0,86.52,95.42,42.81,56.68,51.59,48.11,158.4,890.0,28.42,122.55,79.48,539.0,14.28,135.95,33.73,133.4,34.47,11.435,38.55,119.1,76.9606,298.3,40.975,65.16,21.8867,72.7,523.2,30.6625,19.988,74.01,21.335,46.33,12.976,8.0241,70.76,308.8,9.872
2021-03-08,12.565,118.9545,22.565,88.5,100.52,43.28,57.06,53.25,49.39,157.1,899.6,29.04,124.95,81.18,553.5,14.31,139.5,33.53,137.15,35.25,11.5,40.075,125.55,77.9452,297.9,40.92,70.58,22.0217,75.04,534.9,31.8375,20.92,74.7,22.335,48.48,13.729,8.0939,72.56,308.8,9.944
2021-03-09,12.375,118.6818,22.745,89.44,100.26,43.07,56.62,52.59,50.38,156.9,909.2,29.89,125.25,81.34,562.6,14.395,143.9,34.43,137.15,34.77,11.88,40.84,123.2,79.0194,300.6,40.665,68.96,22.147,75.5,540.7,31.4,21.07,75.25,21.805,47.65,13.978,8.0387,74.96,311.1,9.918
2021-03-10,12.435,122.1364,22.755,89.4,98.99,42.86,57.72,52.76,50.56,160.75,925.2,29.11,126.5,82.8,577.4,14.59,143.5,34.56,137.8,35.08,11.97,41.085,121.05,80.4516,302.8,41.31,70.46,22.2916,76.2,553.0,31.65,20.715,75.14,21.88,49.04,14.266,8.0561,73.5,318.5,10.2
2021-03-11,12.195,121.4545,22.705,89.38,99.13,43.3,57.32,52.33,51.08,160.55,954.2,30.27,128.4,83.04,587.2,14.3,145.65,35.62,141.3,35.0,12.16,39.735,120.65,79.7454,305.4,41.74,70.98,22.3591,77.36,564.5,31.5125,21.685,76.84,21.385,48.62,14.435,8.0881,76.78,321.1,10.185
2021-03-12,12.32,120.9091,22.935,91.14,100.0,43.21,58.12,53.08,51.22,160.8,954.2,29.7,126.5,84.0,596.4,14.6,144.75,34.63,139.75,35.43,12.185,39.79,120.45,79.4868,300.6,42.19,70.66,22.6002,76.18,563.4,31.4625,22.375,75.94,21.765,49.28,14.632,8.0416,76.08,322.6,10.24
2021-03-15,12.16,121.3182,22.755,91.2,100.0,42.78,59.8,51.83,50.7,160.6,963.0,30.21,125.55,84.38,603.2,14.555,143.95,34.85,139.4,34.94,12.16,38.995,121.95,81.1876,302.1,41.29,70.2,22.4652,76.0,558.2,31.45,22.6,77.01,21.875,48.37,14.84,8.0154,74.88,321.5,10.335
2021-03-16,12.115,123.1818,22.61,91.54,101.78,42.62,59.72,51.19,50.72,161.9,975.0,30.8,127.05,85.12,602.7,14.575,144.5,35.48,136.9,34.49,12.11,38.445,125.1,82.2816,306.0,40.765,73.54,22.1856,76.42,560.3,31.0625,22.8,79.1,21.67,48.09,14.732,8.0387,73.98,323.4,10.395
2021-03-17,12.17,123.1818,22.445,91.52,101.0,41.92,59.84,51.68,52.04,162.5,981.8,30.56,126.35,84.76,604.3,14.43,142.0,35.48,134.55,34.27,12.07,39.635,123.6,81.3765,303.7,40.61,72.58,21.7999,75.62,568.2,31.7625,22.345,79.47,21.96,48.35,14.94,8.1492,72.68,326.0,10.445
2021-03-18,12.435,124.2727,22.76,91.04,101.1,40.75,58.88,52.89,51.82,161.5,977.4,30.4,127.65,83.86,606.4,14.74,142.55,35.19,133.65,35.18,12.135,40.075,123.55,81.8241,299.4,40.435,70.2,21.501,74.94,566.3,31.5,23.2,79.19,22.81,49.27,15.4,8.1782,71.72,322.0,10.48
2021-03-19,12.115,123.4091,22.84,88.7,97.34,40.42,59.02,51.15,50.3,160.2,947.2,30.88,126.05,81.98,593.6,14.765,143.0,35.48,131.55,34.79,12.195,38.81,119.25,83.2463,300.9,40.23,69.16,21.6746,74.0,557.4,31.55,23.0,79.17,22.17,48.58,14.85,8.155,71.44,320.4,10.46
2021-03-22,12.045,124.6818,22.475,87.04,97.07,40.2,59.0,50.71,50.62,159.0,938.0,32.03,127.2,82.0,576.6,14.6,143.25,36.14,129.65,34.25,12.065,38.28,117.0,82.3114,304.2,39.73,67.88,21.2118,74.3,556.6,31.5,22.525,81.89,22.16,48.7,14.682,8.1695,70.88,320.8,10.485
2021-03-23,11.92,125.9545,22.435,86.12,95.21,40.78,59.24,50.36,50.1,159.05,940.4,31.37,126.3,82.12,575.8,14.75,142.6,36.4,131.75,33.91,12.11,36.99,115.5,82.023,305.9,39.44,65.98,20.9129,74.4,554.2,31.2,21.765,82.01,22.025,48.72,14.2,8.2596,70.96,321.7,10.555
2021-03-24,12.065,123.7273,22.515,87.92,95.97,40.95,58.3,51.12,50.44,158.3,938.4,31.25,124.95,82.52,571.2,15.09,142.05,36.04,133.6,33.85,11.965,37.0,116.65,81.4561,304.3,40.065,67.6,20.8165,74.8,553.4,31.125,22.66,81.51,22.11,49.31,14.186,8.1811,70.84,318.2,10.425
2021-03-25,12.045,124.5909,22.5,87.52,96.49,40.53,58.48,50.83,52.08,158.95,941.2,31.48,124.85,82.66,565.8,15.275,141.95,36.08,135.7,33.78,11.98,36.705,116.55,82.6794,308.8,38.745,67.06,20.8839,76.18,555.6,31.7875,22.02,81.94,21.845,49.39,14.408,8.1433,68.58,322.7,10.4
2021-03-26,12.235,124.2727,22.53,87.24,97.68,40.94,58.6,51.67,51.98,157.75,943.2,32.29,125.1,82.92,564.9,15.275,145.75,36.5,135.9,33.88,12.035,36.4,115.3,83.1171,310.5,39.16,66.86,20.7297,78.06,554.9,31.95,23.93,80.42,22.24,50.74,14.612,8.1521,70.28,323.6,10.455
2021-03-29,12.15,126.1364,22.655,87.88,97.4,41.41,59.1,50.67,52.66,159.75,943.4,31.91,126.3,83.52,574.1,15.34,146.55,36.48,137.4,34.03,12.16,36.435,115.25,84.0221,311.1,39.745,66.52,20.9804,78.62,554.9,31.8,23.855,80.21,21.705,50.42,14.64,8.1317,69.96,326.6,10.59
2021-03-30,12.48,126.4091,23.15,88.4,97.7,42.71,58.8,52.62,53.18,161.25,947.4,31.91,128.25,85.2,590.4,15.345,145.0,36.17,138.0,34.44,12.035,37.645,116.55,83.4055,309.0,40.25,69.22,20.7875,79.0,573.5,32.3125,24.415,81.15,22.565,51.34,15.102,8.1143,70.76,327.8,10.56
2021-03-31,12.345,126.6364,22.885,87.36,96.54,42.52,58.5,51.88,52.04,160.05,944.0,32.49,130.25,84.72,588.6,15.445,145.1,36.48,138.85,34.19,12.105,36.93,116.05,83.7934,310.8,39.775,68.34,21.0768,79.32,568.1,31.9125,24.63,81.51,22.315,50.32,15.08,8.1404,71.44,326.8,10.505
2021-04-01,12.438,126.8909,23.005,89.92,100.42,43.57,58.22,52.15,51.94,161.4,956.6,33.075,131.4,87.28,599.4,15.25,148.0,37.45,138.44,34.17,12.122,37.96,119.66,83.7436,313.2,39.1,68.46,21.5299,79.84,571.7,32.3375,24.335,83.37,22.68,50.59,15.12,8.1404,71.8,323.85,10.468
2021-04-02,12.438,126.8909,23.005,89.92,100.42,43.57,58.22,52.15,51.94,161.4,956.6,33.075,131.4,87.28,599.4,15.25,148.0,37.45,138.44,34.17,12.122,37.96,119.66,83.7436,313.2,39.1,68.46,21.5299,79.84,571.7,32.3375,24.335,83.37,22.68,50.59,15.12,8.1404,71.8,323.85,10.468
2021-04-05,12.438,126.8909,23.005,89.92,100.42,43.57,58.22,52.15,51.94,161.4,956.6,33.075,131.4,87.28,599.4,15.25,148.0,37.45,138.44,34.17,12.122,37.96,119.66,83.7436,313.2,39.1,68.46,21.5299,79.84,571.7,32.3375,24.335,83.37,22.68,50.59,15.12,8.1404,71.8,323.85,10.468
2021-04-06,12.442,127.5455,23.205,89.32,100.7,43.57,58.72,51.95,52.84,166.6,964.4,33.155,132.68,87.24,596.0,15.19,149.0,37.54,138.04,34.67,12.154,38.19,119.66,83.8928,314.5,38.82,68.92,21.5299,79.5,576.8,32.3125,24.775,84.1,22.65,51.04,15.306,8.187,71.73,331.15,10.454
2021-04-07,12.5,127.0182,23.44,89.14,100.54,43.78,59.64,52.29,52.46,166.3,951.4,33.21,131.96,87.04,593.0,15.3,148.95,37.32,136.32,34.48,12.274,37.705,119.48,83.6641,313.7,38.915,70.9,21.5107,78.98,577.2,32.35,24.42,82.62,22.665,51.1,15.246,8.1957,73.43,330.7,10.504
2021-04-08,12.526,127.6,23.44,90.7,100.8,44.2,60.09,52.0,52.04,168.6,980.6,33.135,134.2,87.02,605.0,15.155,150.05,37.93,136.34,34.5,12.29,36.395,120.72,84.2509,320.1,38.26,70.63,21.4335,80.92,586.1,31.5375,24.4,85.02,22.25,51.22,14.926,8.184,72.2,339.6,10.56
2021-04-09,12.532,128.0364,23.5,90.25,101.1,44.67,59.59,51.46,51.6,168.55,989.6,33.31,135.46,85.96,611.9,14.88,151.0,38.25,137.1,34.58,12.326,35.815,119.12,84.599,320.3,37.845,69.76,21.7613,82.3,588.3,31.1375,24.48,86.34,21.895,51.86,14.778,8.2131,73.97,338.45,10.474
2021-04-12,12.528,127.6545,23.68,90.67,99.9,44.02,59.53,51.42,51.04,168.25,985.4,32.54,133.46,85.56,616.4,14.965,151.65,37.69,139.14,34.37,12.452,35.755,117.78,84.231,325.2,37.67,68.53,23.8632,82.48,589.7,31.25,24.355,85.64,22.085,51.85,14.912,8.1404,73.32,337.1,10.344
2021-04-13,12.518,128.6364,23.705,90.88,98.4,44.48,59.37,51.64,52.08,169.0,998.4,32.84,133.74,85.78,626.8,14.9,153.5,38.18,137.56,34.56,12.26,35.1,116.46,83.6143,331.8,37.875,68.96,23.574,82.86,594.8,31.2875,24.345,86.93,22.075,52.71,15.152,8.341,74.35,340.05,10.234
