,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,PUB FP Equity,RI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,CAP FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,ERF FP Equity,GLE FP Equity,SGO FP Equity,STLAP FP Equity,VIV FP Equity,WLN FP Equity,OR FP Equity,ORA FP Equity
2017-05-30,13.78,81.8182,23.715,76.54,73.27,28.8237,66.23,63.6,68.84,120.1,441.25,14.805,68.83,98.9,274.12,23.35,93.18,16.37,118.75,37.31,13.37,84.93,79.15,87.0854,116.05,47.555,231.1,19.2352,61.1,226.7,28.775,19.96,46.63,49.015,50.05,,5.6373,31.21,189.6,15.65
2017-05-31,13.64,81.5177,23.74,77.73,73.07,28.9118,66.08,62.82,68.15,120.9,439.95,14.685,68.56,98.32,273.66,23.245,92.16,16.428,118.35,38.13,13.585,83.09,78.8,87.6921,116.45,47.27,229.65,18.8881,61.03,227.15,28.0,19.305,47.275,46.67,49.775,,5.6125,31.285,190.45,15.64
2017-06-01,13.71,82.5319,23.845,77.56,75.23,28.8052,66.87,62.99,68.3,121.75,446.25,14.555,68.86,99.49,275.84,23.245,93.46,16.672,118.7,38.075,13.525,84.81,79.91,87.4037,119.05,47.175,231.9,18.9942,61.49,229.0,28.55,19.495,48.3,47.14,50.47,,5.723,31.5,190.95,15.53
2017-06-02,13.79,83.4711,23.885,78.09,75.6,29.088,67.32,63.4,68.31,122.5,449.45,14.73,69.62,99.15,278.73,23.405,93.86,16.738,119.2,38.38,13.5,85.21,79.78,88.3883,119.25,46.8,236.15,18.6712,60.75,231.45,29.1375,18.825,49.225,47.3,50.0,,5.7913,31.65,192.9,15.55
2017-06-05,13.715,82.9827,23.845,77.8,74.76,28.8005,67.14,63.1,68.0,122.05,449.1,14.75,68.43,98.06,277.66,23.335,92.94,16.674,118.7,38.23,13.46,84.99,80.07,88.2093,117.8,45.815,232.25,18.7869,60.25,230.25,28.7625,18.785,49.15,47.03,50.02,,5.7855,31.45,191.2,15.46
2017-06-06,13.705,82.2314,23.585,76.77,74.7,28.6615,66.8,62.45,65.73,122.2,446.25,14.51,67.77,98.18,275.01,23.065,92.32,16.616,118.15,38.195,13.6,83.61,79.66,87.354,116.95,45.745,233.3,18.9315,60.08,226.25,28.9375,18.34,49.3,46.35,49.24,,5.7812,31.525,191.25,15.42
2017-06-07,13.975,81.5552,23.525,76.7,73.47,28.8005,67.23,63.48,65.51,121.95,446.8,15.045,68.14,97.86,277.84,23.17,92.97,16.694,117.65,37.765,13.73,84.59,79.23,85.6134,118.6,45.325,233.8,18.6037,60.28,228.05,29.0375,18.45,48.815,47.105,49.215,,5.9062,31.17,190.25,15.315
2017-06-08,14.13,81.405,23.755,77.06,73.75,28.5502,66.64,63.72,65.11,120.45,437.9,15.22,68.23,98.1,274.12,23.175,93.23,16.6,117.5,38.075,13.985,83.84,78.7,85.514,117.3,45.535,232.25,18.6374,60.41,227.0,29.0,18.8,48.7,47.8,49.27,,5.8422,31.095,188.3,15.245
2017-06-09,14.25,82.4944,24.025,78.01,75.41,28.986,66.91,64.51,65.43,121.0,439.55,15.32,68.92,98.22,274.87,23.135,92.93,16.656,118.25,38.335,13.93,84.11,79.2,85.6731,117.55,45.695,233.55,18.5748,60.97,227.9,29.5,19.0,49.125,48.0,49.97,,5.8291,31.035,190.05,15.27
2017-06-12,14.015,82.006,24.07,77.6,74.27,28.5131,66.31,63.39,65.27,120.5,434.85,13.96,67.44,96.6,270.41,23.3,91.22,16.204,116.8,38.07,13.655,86.0,78.06,84.3901,116.35,45.485,231.55,18.3867,59.89,224.1,29.575,18.88,48.255,46.975,48.665,,5.7085,30.45,187.5,15.065
2017-06-13,14.11,82.7573,24.1,77.69,74.6,29.0092,66.7,63.35,67.02,120.2,434.0,14.1,67.55,96.99,276.91,23.295,92.24,16.352,119.85,38.265,13.57,83.68,78.29,84.8775,117.4,45.47,233.05,18.4494,59.97,227.65,29.5875,18.935,48.29,47.065,48.935,,5.7405,31.2,187.35,14.88
2017-06-14,13.895,81.5928,24.045,78.55,75.13,28.7495,66.6,62.4,67.1,121.35,439.45,13.9,66.92,96.77,278.91,23.5,92.34,16.44,120.05,38.345,13.84,82.7,78.02,84.4001,116.7,44.755,233.45,18.811,60.42,227.9,30.125,18.575,48.735,46.35,48.85,,5.771,31.43,188.1,14.855
2017-06-15,13.885,80.7288,23.925,78.46,73.28,28.6151,66.69,61.85,67.0,120.8,435.4,13.545,66.8,97.05,273.89,23.295,90.64,16.478,119.65,38.195,13.93,82.18,77.86,85.0167,116.75,44.49,231.05,18.7531,60.35,226.4,29.9,18.045,48.825,46.47,47.98,,5.8568,31.82,188.3,14.64
2017-06-16,13.85,82.4944,24.225,79.59,74.93,28.9721,67.43,62.05,67.29,123.15,439.35,13.55,67.55,99.43,278.35,22.545,92.0,16.432,120.75,38.85,14.015,82.95,80.21,84.599,118.4,44.81,232.0,18.5507,61.51,230.7,30.225,17.865,49.31,46.49,48.14,,5.9774,32.1,191.0,14.735
2017-06-19,14.06,84.5229,24.295,79.8,76.4,29.343,67.57,63.06,67.59,124.0,443.6,13.975,69.2,99.5,283.0,22.59,92.11,16.67,120.7,39.5,14.0,82.91,80.83,86.2301,118.35,45.15,232.8,18.3771,61.86,232.8,30.225,18.4,49.31,47.14,48.665,,5.973,31.575,190.9,14.56
2017-06-20,13.945,84.7107,24.27,79.91,75.95,29.2688,68.54,62.55,67.84,123.75,446.8,13.635,68.87,99.22,286.21,22.6,92.72,16.716,120.05,39.475,13.92,82.1,81.14,86.3494,117.5,44.555,232.4,18.353,61.99,232.4,29.85,17.835,49.92,46.85,48.34,,6.0079,31.675,191.25,14.415
2017-06-21,13.925,84.598,24.045,79.5,75.25,29.3244,68.31,62.14,67.67,123.2,443.05,13.755,68.98,99.08,285.51,21.86,92.39,16.744,118.6,39.43,13.82,80.15,81.48,86.0908,116.9,44.4,231.8,18.3916,62.2,231.9,29.925,18.205,50.055,46.47,48.365,,5.9803,31.14,190.0,14.51
2017-06-22,13.865,84.0721,24.02,79.0,75.04,29.5933,67.65,61.93,67.4,122.4,440.65,13.42,70.46,97.88,285.23,21.85,93.11,16.68,118.95,38.895,13.785,81.25,81.92,88.1695,117.1,44.35,230.75,18.3916,61.78,231.85,30.0625,18.77,50.88,46.38,48.17,,5.9818,31.04,189.6,14.4
2017-06-23,13.835,83.7716,23.92,78.97,75.7,29.6212,67.48,61.5,67.23,121.8,438.2,13.41,70.16,98.33,285.7,22.01,93.63,16.588,118.25,39.075,13.915,80.4,81.82,87.3937,115.9,44.11,232.85,18.4108,61.86,231.65,29.7875,18.855,50.48,46.085,48.205,,5.9876,31.15,188.1,14.37
2017-06-26,13.925,83.7716,23.99,79.51,75.95,29.6397,69.44,61.6,67.65,123.15,443.4,12.94,70.07,98.48,287.04,22.215,94.15,16.434,118.45,39.21,13.985,80.58,82.01,88.2192,116.15,44.105,232.45,18.6615,62.12,230.85,30.225,18.945,51.125,46.58,48.07,,5.9411,31.27,195.35,14.39
2017-06-27,14.095,83.4335,23.885,77.7,74.48,29.4496,67.93,62.65,66.99,121.4,442.2,12.82,69.17,96.8,287.32,22.26,93.01,16.14,116.45,38.54,13.675,80.04,81.37,87.155,114.75,44.4,229.75,18.2662,62.37,229.8,29.8375,19.555,51.105,47.3,47.56,,5.8815,31.0,191.2,14.25
2017-06-28,14.315,82.9827,24.17,77.36,73.8,29.3662,67.59,64.33,66.5,120.2,439.9,12.815,69.0,95.69,284.3,22.425,91.8,16.04,114.3,38.425,13.655,80.54,80.91,86.2301,114.0,44.435,225.35,18.2759,62.99,226.65,29.85,19.865,50.225,48.465,47.52,,5.9018,30.345,190.2,14.19
2017-06-29,14.305,81.3298,24.165,74.89,72.22,28.3833,66.38,63.97,65.65,117.6,432.5,12.51,67.77,94.31,278.21,22.08,89.77,15.612,111.85,36.96,13.4,79.77,79.84,84.0818,112.7,43.9,222.5,17.9191,61.32,218.25,29.3125,19.655,48.745,48.52,46.7,,5.7201,30.0,183.45,14.035
2017-06-30,14.085,81.2923,23.95,74.73,72.0,28.3833,65.81,63.06,65.31,117.25,432.65,12.57,67.27,94.24,277.19,22.15,90.48,15.698,111.4,36.92,13.215,79.25,80.24,83.306,112.15,43.285,220.65,17.8372,61.25,218.3,29.1,19.86,49.315,47.11,46.78,,5.6663,30.0,182.4,13.89
2017-07-03,14.47,82.6822,24.565,75.05,73.1,28.8701,66.68,64.94,65.25,118.0,432.5,12.675,68.16,94.23,279.98,22.365,90.43,15.494,112.9,37.17,13.44,80.75,80.99,83.7436,111.3,44.155,218.55,18.0686,62.18,220.95,29.6375,20.61,49.67,48.365,47.43,,5.7332,30.33,182.95,14.08
2017-07-04,14.615,82.006,24.525,74.79,73.1,28.6707,66.41,64.68,65.31,117.9,437.8,12.51,67.51,93.47,280.72,22.45,89.91,15.522,112.2,36.72,13.355,80.46,80.89,83.4055,109.75,43.98,215.85,18.0107,61.39,220.05,29.3125,20.73,49.23,48.575,47.205,,5.6896,31.4,181.35,14.065
2017-07-05,14.645,81.6304,24.63,75.34,73.91,28.6105,66.43,64.47,65.23,117.0,442.1,12.875,67.92,94.98,282.12,22.425,90.48,15.712,113.3,36.895,13.285,79.84,81.89,83.7635,112.1,43.325,214.3,17.9143,61.85,221.8,29.475,20.49,49.78,49.0,47.655,,5.7027,32.3,181.5,14.08
2017-07-06,14.73,80.9917,24.81,73.45,74.13,28.3555,65.43,65.34,66.4,116.1,438.0,12.99,67.38,94.32,279.75,22.31,90.16,15.536,112.05,36.615,13.1,81.11,81.05,82.5203,110.3,43.1,212.5,17.9239,61.11,219.2,29.6125,20.38,49.295,49.855,47.195,,5.6576,33.095,178.55,14.03
2017-07-07,14.695,80.6912,25.0,73.89,74.1,28.0077,65.58,65.52,63.46,115.85,443.9,13.155,67.4,94.25,279.1,21.28,90.67,15.588,112.4,36.69,13.095,81.25,81.97,83.2066,111.1,42.46,213.55,18.2277,61.27,216.4,29.75,20.08,49.755,49.425,47.115,,5.6838,33.235,179.35,14.005
2017-07-10,14.66,81.1044,25.175,74.85,74.36,28.323,65.75,65.56,63.0,116.0,442.4,13.425,67.64,94.86,280.72,21.19,92.26,15.64,112.0,37.025,13.16,80.95,82.0,83.4453,112.65,42.765,213.55,18.488,61.35,216.8,29.8125,20.55,49.535,49.185,47.33,,5.7448,33.74,180.05,14.045
2017-07-11,14.705,80.3907,25.03,75.12,74.44,28.2813,64.6,65.26,62.53,115.15,437.2,13.39,67.79,95.0,276.35,21.23,91.87,15.472,111.4,36.65,13.045,81.47,81.51,82.9082,112.05,42.67,210.75,18.3385,61.13,214.5,29.7875,20.9,49.35,48.775,46.795,,5.7666,34.01,179.1,13.925
2017-07-12,14.745,82.0436,25.125,77.07,74.64,28.5455,65.68,65.99,62.87,116.55,446.9,13.82,69.03,96.15,282.91,21.46,93.03,15.632,113.45,37.535,13.325,82.8,83.19,85.4941,113.9,43.075,213.45,18.6664,62.26,216.35,30.3,21.23,50.265,49.13,47.95,,5.8306,33.83,182.0,14.13
2017-07-13,14.9,81.7431,25.33,77.96,75.0,29.3198,66.08,66.92,62.82,116.55,447.45,13.84,69.23,95.67,282.35,21.625,93.54,15.606,113.8,38.01,13.33,83.08,83.1,84.7581,115.0,43.11,213.7,18.7049,62.15,216.4,30.575,21.715,50.51,49.6,48.03,,5.7288,33.71,183.1,14.36
2017-07-14,14.65,82.1938,25.215,77.89,74.56,29.4218,65.94,66.3,63.0,117.65,451.95,13.86,68.68,95.85,284.53,21.765,93.16,15.722,114.7,37.945,13.315,83.41,83.43,84.1216,115.55,43.335,215.3,18.7049,62.24,219.75,30.6625,21.945,51.165,48.98,47.75,,5.7608,33.895,184.15,14.295
2017-07-17,14.66,82.3441,25.15,77.76,73.64,28.9396,65.83,65.86,63.43,117.7,451.05,13.865,68.22,95.26,287.56,21.89,93.05,15.73,114.1,37.805,13.285,84.41,83.05,83.3458,115.5,43.27,214.45,18.5699,62.09,222.35,30.675,22.23,51.2,48.75,47.435,,5.6998,33.89,184.25,14.375
2017-07-18,14.535,81.5177,24.79,77.15,72.46,28.5502,65.3,64.76,63.3,116.85,443.75,13.67,68.03,95.16,283.42,21.66,93.31,15.676,112.9,37.295,13.29,83.12,81.65,82.1424,114.45,42.915,215.75,18.4349,61.25,219.0,29.95,21.975,50.495,47.95,47.405,,5.646,33.71,183.5,14.25
2017-07-19,14.575,82.0811,24.965,78.38,73.69,28.6244,65.97,64.84,63.89,117.5,442.9,14.01,68.44,95.02,288.67,21.22,93.47,15.706,114.2,37.84,13.6,83.09,82.76,81.7943,114.4,43.385,217.8,18.541,61.51,222.25,30.2875,22.535,50.81,48.13,47.415,,5.7565,33.8,185.25,14.35
2017-07-20,14.53,81.4801,24.885,77.95,72.36,28.2025,65.93,64.29,66.83,116.85,440.0,14.165,67.58,94.24,289.46,21.31,94.09,15.71,115.0,37.17,13.45,83.37,81.5,82.3214,114.95,43.345,218.15,18.541,61.0,222.3,29.75,22.09,50.64,48.095,47.56,,5.7797,33.755,184.6,14.375
2017-07-21,14.39,79.6769,24.56,76.12,71.37,28.0448,64.65,63.64,65.02,115.55,435.85,14.065,65.49,93.76,285.0,20.99,92.61,15.632,114.1,36.6,13.57,81.08,81.05,81.0782,113.8,42.715,215.35,18.4349,60.3,219.25,29.3375,21.59,49.23,47.6,46.625,,5.6939,33.315,180.9,14.225
2017-07-24,14.505,79.9399,24.635,76.79,71.63,27.8965,64.05,64.23,65.95,114.7,433.65,14.25,65.4,93.09,285.98,20.735,93.17,15.44,114.35,36.405,13.52,80.83,81.03,81.466,112.05,42.655,215.25,18.4157,59.91,219.15,29.125,21.775,48.6,48.165,47.0,,5.7419,33.24,179.7,14.19
2017-07-25,14.845,80.015,24.995,77.14,72.63,28.3184,64.35,65.17,65.15,116.1,432.3,14.34,65.66,93.68,284.77,20.575,93.19,16.0,116.2,36.64,13.625,80.67,81.67,82.2219,111.85,42.97,215.65,18.3964,60.5,218.85,29.1,22.485,47.825,49.415,46.715,,5.8146,33.26,180.2,14.23
2017-07-26,15.0,80.6161,25.15,77.2,74.65,28.4853,64.4,65.9,64.94,118.0,430.5,14.625,66.1,96.11,286.63,20.705,95.0,16.542,116.25,36.75,13.7,81.36,82.26,81.8838,113.8,43.22,216.75,18.4398,60.8,218.0,28.9875,22.05,47.69,50.0,47.395,,5.8219,34.0,180.8,14.33
2017-07-27,15.075,80.2404,25.28,77.26,72.27,28.4157,64.75,66.0,65.19,118.15,430.5,14.615,68.6,96.49,283.61,20.76,94.98,16.602,116.4,36.705,13.745,81.04,81.47,81.7644,112.95,43.0,217.0,18.1312,61.04,216.05,28.875,22.365,47.76,50.29,46.735,,5.8451,34.45,181.05,14.48
2017-07-28,14.945,78.8881,25.145,75.33,72.38,28.3369,63.65,66.1,64.59,117.9,428.7,14.24,66.96,94.5,272.78,20.675,92.52,16.612,111.6,36.345,13.64,76.92,80.16,81.1478,115.65,42.99,213.45,18.0059,61.14,213.15,28.7,22.025,46.955,49.955,47.41,,5.7652,34.545,176.05,14.325
2017-07-31,14.85,77.9113,24.96,75.74,70.6,28.0819,63.09,65.57,63.91,117.25,428.0,14.43,66.35,93.59,274.68,20.305,92.0,16.578,107.1,36.245,13.605,76.16,79.93,80.2825,117.65,42.96,211.35,18.3723,58.4,212.7,28.5875,22.195,47.04,49.6,46.89,,5.6896,34.3,175.1,14.22
2017-08-01,14.845,78.2119,25.12,75.45,72.03,28.2488,63.13,66.79,63.75,116.85,431.9,14.37,66.91,94.18,274.77,20.295,93.33,16.84,106.75,36.855,13.73,76.55,80.74,79.2581,119.65,43.445,213.75,18.4157,59.32,215.9,28.6625,22.0,46.6,50.16,47.485,,5.8509,34.325,175.9,14.26
2017-08-02,14.8,77.9113,25.3,74.68,71.01,28.0309,63.45,66.56,63.06,117.15,432.85,14.505,67.39,93.69,277.38,20.3,91.78,16.766,106.2,36.7,13.645,75.89,79.31,79.5863,117.65,43.64,213.7,18.3337,59.11,215.05,28.675,21.32,46.48,48.15,47.33,,5.819,34.145,174.95,14.235
2017-08-03,14.815,78.3246,25.205,75.56,71.28,28.2488,64.68,67.22,63.65,117.3,440.7,14.67,67.37,94.12,279.42,20.365,91.55,16.788,105.45,37.14,13.65,75.47,79.6,79.9841,116.95,43.57,214.05,18.3192,59.11,219.0,29.0,21.645,46.335,48.725,47.65,,5.848,34.54,175.1,14.3
2017-08-04,14.97,79.6018,25.47,77.05,73.32,28.6568,67.05,68.12,63.41,119.85,440.65,14.56,68.8,95.07,283.37,20.7,92.1,16.828,107.0,37.665,13.845,75.67,81.77,81.1677,118.05,43.92,214.2,18.3771,59.98,221.9,29.175,22.165,46.52,49.83,48.25,,5.8902,35.135,176.55,14.455
2017-08-07,15.25,79.1886,25.51,77.35,72.43,28.5595,67.56,68.55,63.57,119.05,444.95,14.67,69.14,95.0,285.6,20.55,91.53,16.772,106.65,37.69,13.775,75.96,81.75,81.2373,117.15,43.84,212.7,18.3192,59.73,222.5,29.3375,23.2,46.585,50.27,48.405,,5.8102,35.4,176.05,14.51
2017-08-08,15.675,79.3013,25.67,77.31,72.11,28.7032,67.2,68.89,63.27,119.4,443.05,14.83,70.2,94.99,287.04,20.485,91.98,16.75,106.65,37.91,13.835,76.08,81.63,81.7346,116.75,43.915,212.8,18.3819,60.03,222.75,29.6625,23.285,46.63,49.955,48.165,,5.7928,35.71,176.5,14.47
2017-08-09,15.35,78.2494,25.34,76.92,71.49,28.2952,66.63,67.27,62.46,117.75,436.35,14.59,68.04,94.95,284.16,20.32,90.2,16.638,105.7,37.5,13.68,75.65,81.42,80.4018,115.4,43.45,211.65,18.3192,59.4,217.15,29.4125,22.955,46.28,48.44,47.35,,5.6256,35.375,175.6,14.325
2017-08-10,15.205,77.4981,24.97,76.61,71.0,28.1746,65.49,66.69,62.29,117.35,435.45,14.36,67.04,94.22,282.16,20.16,89.83,16.462,105.25,37.645,13.74,75.38,81.25,80.3621,114.9,43.54,210.85,18.3626,59.19,215.15,29.425,22.93,46.325,47.89,46.79,,5.5936,34.875,173.7,14.285
2017-08-11,15.085,77.2727,24.565,75.64,70.75,27.9846,64.92,65.69,61.87,116.0,432.65,13.97,66.44,94.08,279.24,20.4,89.14,16.34,105.0,36.905,13.56,74.62,80.24,80.1631,113.7,42.75,208.15,18.2228,58.78,214.45,29.025,21.89,46.295,47.215,46.02,,5.5166,34.555,173.6,14.065
2017-08-14,15.21,78.1367,24.76,76.79,71.72,28.2535,66.42,66.69,62.39,117.05,438.65,14.29,67.22,94.87,284.02,20.405,90.7,16.52,106.05,37.88,13.81,75.34,81.85,80.7301,115.2,42.86,215.45,18.4301,59.76,216.6,29.2875,21.97,47.105,48.32,46.765,,5.5849,34.995,175.15,14.285
2017-08-15,15.375,78.3621,24.88,76.95,72.34,28.4528,67.11,67.19,62.41,118.0,439.35,14.44,67.68,94.91,284.16,20.415,91.73,16.508,106.55,37.935,14.1,75.89,82.09,81.3268,116.15,42.745,216.0,18.6712,59.63,217.05,29.1875,21.895,47.31,48.645,46.87,,5.5718,34.895,175.3,14.33
2017-08-16,15.465,78.7754,25.04,77.71,72.88,28.7542,67.11,67.24,62.5,119.05,441.6,14.56,68.44,95.51,286.21,20.635,92.9,16.676,106.0,38.285,14.08,76.46,83.27,82.1324,117.35,43.045,218.1,18.8062,60.41,219.1,29.4375,22.495,47.865,48.96,47.245,,5.5747,34.875,176.4,14.33
2017-08-17,15.16,78.4748,24.805,77.17,72.19,28.3694,66.57,66.2,62.31,118.65,442.0,14.4,67.83,94.99,288.58,20.56,92.29,16.724,105.6,37.95,14.2,76.25,83.65,82.3114,117.9,42.76,217.25,18.9942,60.23,219.6,29.2,22.08,48.475,47.825,46.68,,5.5442,34.715,176.3,14.245
2017-08-18,15.335,77.423,24.78,76.57,71.5,27.9011,66.19,65.99,61.53,117.25,439.2,14.18,67.62,93.35,285.88,20.385,92.16,16.552,104.6,37.84,14.15,75.6,82.99,81.8142,117.2,42.65,213.8,18.7821,59.5,217.7,28.65,22.2,48.51,48.02,46.31,,5.5079,34.79,175.4,14.225
2017-08-21,15.105,77.0098,24.57,76.14,70.84,27.7852,66.5,64.68,61.27,117.4,439.45,14.09,67.07,93.61,285.56,20.545,91.97,16.542,104.25,37.44,14.06,74.99,82.78,81.4561,117.1,42.78,212.6,18.7242,59.22,217.0,28.4625,22.18,48.25,47.165,46.0,,5.4425,34.33,175.0,14.155
2017-08-22,15.25,78.024,24.71,76.65,71.25,28.1746,66.83,65.12,61.57,117.0,442.0,14.46,68.08,94.04,289.23,20.59,94.21,16.578,104.55,38.005,14.19,75.37,83.74,81.7943,117.45,43.42,214.2,18.7821,59.99,218.95,28.95,22.24,48.76,46.995,46.455,,5.5442,34.5,177.15,14.245
2017-08-23,15.09,77.9113,24.625,76.1,70.81,28.0077,66.77,64.17,59.63,116.55,441.5,14.4,67.72,93.59,288.72,20.585,93.11,16.646,105.05,37.73,14.315,75.48,83.43,81.3566,117.3,43.675,212.8,18.7483,59.92,216.95,29.0125,22.18,48.445,46.965,46.135,,5.5457,34.17,178.25,14.25
2017-08-24,15.075,77.4981,24.855,75.73,70.37,28.1329,66.5,64.39,58.94,116.6,440.5,14.345,67.33,93.39,291.32,20.16,92.62,16.492,106.05,37.38,14.5,75.32,83.35,81.7943,116.2,43.445,212.55,18.811,59.78,218.0,29.0625,22.2,48.605,47.105,46.03,,5.5079,33.54,179.9,14.215
2017-08-25,14.915,77.4606,24.79,76.5,70.86,27.9799,66.7,64.22,58.66,116.7,440.45,14.435,67.5,93.21,290.86,19.725,92.51,16.488,105.05,37.5,14.33,75.33,83.45,81.655,115.35,43.325,212.15,18.8254,59.39,217.0,28.75,22.305,48.315,46.925,45.95,,5.6343,33.8,178.05,14.15
2017-08-28,14.95,76.9722,24.58,76.0,70.17,27.7296,66.19,63.95,58.52,116.15,438.9,14.395,66.81,92.52,290.34,19.585,92.19,16.466,104.7,37.135,14.275,75.56,82.3,81.3865,114.55,43.135,212.45,18.8447,59.04,215.85,29.225,22.2,48.455,46.75,45.83,,5.473,33.7,177.3,14.15
2017-08-29,14.61,76.559,24.255,75.48,68.72,27.2335,66.1,63.23,57.16,115.6,439.95,14.1,66.17,92.25,287.23,19.29,90.96,16.25,104.15,36.66,14.025,74.27,80.45,80.9787,113.05,42.955,212.0,18.6181,58.43,216.2,28.7,21.68,47.175,46.225,45.25,,5.4919,33.2,176.5,14.11
2017-08-30,14.515,76.9722,24.255,76.32,69.81,27.4792,66.2,63.16,57.27,117.05,443.95,14.195,66.52,93.05,290.16,19.5,91.75,16.35,104.2,37.195,13.965,74.27,81.52,80.3123,113.9,43.235,212.3,18.7097,58.76,218.85,28.65,22.285,47.395,46.5,45.66,,5.6314,33.415,176.25,14.21
2017-08-31,14.81,77.0473,24.375,77.35,70.61,27.7017,66.15,63.91,56.7,114.8,444.3,14.555,67.73,93.0,293.09,16.94,93.13,16.55,106.05,38.095,14.02,74.35,81.59,81.2174,115.6,43.445,213.55,19.0038,58.88,220.25,28.625,22.44,48.01,47.03,46.075,,5.6038,33.8,177.35,14.275
2017-09-01,14.885,77.3479,24.495,78.36,71.3,27.7991,65.82,64.35,56.24,113.3,447.9,14.735,68.56,92.92,297.27,16.635,93.45,16.772,106.5,38.82,14.1,74.64,82.24,82.2617,116.45,43.805,211.05,19.052,58.54,221.75,28.8875,23.0,48.31,47.39,46.675,,5.896,33.735,177.95,14.255
2017-09-04,14.84,77.16,24.35,78.65,71.09,27.8455,65.52,63.88,56.38,113.2,447.45,14.915,68.89,93.5,295.78,16.53,92.75,16.64,105.6,38.51,14.05,74.96,81.63,81.6053,116.15,43.72,210.95,18.9267,58.53,220.95,28.95,22.8,47.885,46.86,46.53,,5.8437,33.07,177.3,14.235
2017-09-05,14.58,76.8971,24.075,78.5,71.24,27.8362,66.12,62.68,56.89,114.2,443.0,15.015,69.07,93.89,294.34,16.59,92.78,16.774,105.25,38.73,13.975,74.9,81.58,81.4959,116.8,43.89,208.4,18.999,58.26,217.8,29.225,22.51,48.205,46.27,46.575,,5.8597,33.5,176.85,13.95
2017-09-06,14.585,77.3854,23.96,79.46,71.41,27.6693,66.88,62.59,56.6,114.85,442.65,15.08,69.2,93.01,293.27,16.81,93.25,16.668,105.95,38.83,14.41,77.15,81.25,81.9335,115.85,44.03,210.0,19.0472,58.21,217.9,29.1125,22.455,48.18,46.18,46.47,,5.848,33.47,177.7,13.89
2017-09-07,14.505,77.9113,23.855,79.64,70.43,27.7991,66.81,62.52,56.06,114.0,449.15,15.47,69.37,92.52,299.73,16.915,94.76,16.848,108.0,38.69,14.795,77.48,81.95,81.4859,116.1,44.335,211.9,19.1292,58.51,220.0,29.0375,22.46,48.745,45.9,47.03,,5.8102,34.9,178.35,13.93
2017-09-08,14.655,77.6108,23.955,79.04,70.5,27.9938,67.45,62.99,55.95,115.45,437.25,15.57,69.57,92.94,300.34,16.8,95.03,16.952,109.6,38.585,14.75,77.12,81.36,81.7644,117.15,43.99,212.6,19.2497,58.29,219.95,29.2125,22.28,49.045,46.32,46.915,,5.7972,34.4,178.6,13.81
2017-09-11,15.025,79.414,24.35,80.26,70.82,28.2164,68.4,64.3,55.89,116.7,441.05,15.775,71.29,93.44,304.19,16.99,96.5,17.068,109.8,38.845,14.925,77.2,83.08,80.9588,119.3,44.37,213.05,19.2834,59.13,225.3,29.5375,22.81,50.525,47.335,47.865,,5.9367,34.495,180.7,13.95
2017-09-12,15.25,80.4658,24.64,79.3,70.67,28.3184,68.05,65.84,56.39,115.75,439.0,15.73,71.6,94.29,304.06,17.04,98.03,17.168,109.3,38.9,14.825,78.6,83.65,81.5953,119.75,44.51,212.6,19.1774,59.26,228.15,29.9,22.96,50.35,48.58,48.68,,6.0065,34.425,179.9,13.94
2017-09-13,15.34,79.4515,24.775,80.19,70.95,28.0634,67.92,66.4,56.49,116.75,432.5,15.755,72.83,93.01,306.75,17.05,99.41,17.168,106.75,38.8,14.61,78.53,83.7,81.2572,121.5,44.74,210.8,18.9942,59.51,230.25,29.2875,22.92,49.965,48.52,48.765,,6.1737,34.435,180.2,13.975
2017-09-14,15.285,80.3156,24.805,80.27,71.08,27.8316,68.0,66.54,57.58,116.15,423.15,16.08,72.25,93.48,304.19,16.91,99.52,17.174,106.6,38.73,14.48,79.12,85.01,81.6152,123.4,44.96,210.5,19.0038,59.3,229.55,29.1375,22.63,50.67,48.745,49.24,,6.1126,34.285,179.4,13.92
2017-09-15,15.215,79.5642,24.55,80.25,72.0,27.9753,67.22,65.99,57.42,115.1,417.85,16.07,71.5,94.87,307.03,16.79,99.7,17.034,106.1,38.395,14.4,80.25,85.0,80.929,123.8,44.925,208.3,19.0231,59.13,230.0,30.0,22.45,50.165,48.265,49.115,,6.0995,35.415,178.9,13.895
2017-09-18,15.035,79.9023,24.665,80.49,73.6,28.1097,67.08,66.21,57.02,115.55,417.85,16.435,72.22,95.17,306.61,16.76,100.45,16.98,106.0,38.7,14.275,80.71,85.7,81.0782,124.85,44.945,206.7,18.8351,60.17,229.25,29.8125,22.72,49.945,48.505,49.365,,6.0748,35.455,179.0,14.01
