,CAP FP Equity,DSY FP Equity,PUB FP Equity,RI FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,ACA FP Equity,AI FP Equity,RMS FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,CS FP Equity,DG FP Equity,TEP FP Equity,TTE FP Equity,HO FP Equity,KER FP Equity,CA FP Equity,ERF FP Equity,GLE FP Equity,AIR FP Equity,URW NA Equity,VIE FP Equity,LR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,SGO FP Equity,VIV FP Equity,WLN FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,OR FP Equity,ORA FP Equity
2015-03-17,12370.8994,16172.9186,16592.773,28877.8701,23157.5947,12384.2513,45515.475,34085.3185,42197.0531,33064.3399,8399.7842,43093.5828,25689.3953,27774.1695,122175.0665,57363.5008,32377.8149,3812.4927,107837.9472,10990.6379,24773.6973,22863.1708,3854.7289,34177.3181,47868.6263,24762.0893,9739.0675,13395.124,9070.7794,40069.6136,65138.6655,23037.9085,29558.0876,2303.4383,87691.8929,17014.5155,15827.8876,96812.2453,39786.2602
2015-03-18,12341.4526,16239.6958,16544.1203,28984.0388,23200.7992,12485.0865,45905.1206,33685.9818,42214.3046,32969.3274,8326.9168,43046.7991,24568.6079,27607.3576,123261.1848,56996.9609,32206.535,3714.1058,109722.3086,10936.5992,24874.7114,22914.6148,3843.3041,33827.0499,48033.474,25026.872,9778.4286,13128.7663,9024.3182,40481.6405,65101.2868,23136.241,29828.7041,2308.0557,86701.7413,16914.2116,15673.0061,95942.3382,39216.7498
2015-03-19,12493.5941,16267.9477,16530.8514,28970.7677,23125.1914,12357.3619,45856.4149,34085.3185,41921.0299,32921.8212,8221.2592,42660.8341,24722.3834,27599.017,123155.2221,56996.9609,32129.7543,3741.5626,110855.3107,10963.6186,24527.4756,23090.9941,3917.1845,34277.9699,47947.1252,25056.2923,9806.5437,13233.9776,9118.7893,40320.6925,65985.9167,22950.814,29882.8274,2302.119,85457.7046,16975.5084,15453.1743,95549.4769,39243.2387
2015-03-20,12436.3366,16324.4515,16515.371,28970.7677,23406.0204,12402.7377,46270.4133,34561.9462,42024.5386,32979.8844,8377.924,43380.1326,24805.1857,27332.1181,124016.1695,58218.7607,32761.7182,3723.8301,113622.2211,11069.6175,24407.5214,23432.729,3818.9312,34749.0202,48198.3217,25242.6209,9845.9048,13437.7412,9128.0816,40397.9475,67256.7935,23352.5726,29977.5432,2308.7153,85940.0861,16949.5037,15576.4134,96587.7532,39441.9051
2015-03-23,12473.9629,16316.7464,16413.6427,28811.5147,23244.0037,12454.836,46014.7084,34819.5827,41679.5096,32409.8096,8204.864,42982.4716,24222.6128,27165.3063,123843.98,57241.3208,32454.5956,3748.9988,111988.3128,10913.7367,23959.2715,23432.729,3841.0192,35216.0445,47099.3372,25223.0074,9879.643,13240.6365,9098.6561,40340.0062,67954.5298,22787.8629,30978.8243,2308.7153,83528.1783,16633.7321,15434.855,96054.5843,39150.5277
2015-03-24,12559.0313,16306.473,16457.8724,28625.7196,23362.8159,12552.31,46197.3548,35399.265,42024.5386,32853.2011,8192.1122,43000.0155,24565.6506,27269.5637,124559.2287,57840.0028,32655.4065,3775.8836,111833.2704,10909.5799,23744.6166,23193.882,3815.8846,36097.7541,47342.6837,25078.8477,9885.266,13413.769,9115.6919,40546.0197,69524.4364,23327.2871,31188.5521,2273.0951,84518.3299,16917.9266,15471.4936,96194.8919,40183.593
2015-03-25,12104.2429,15923.7884,16101.8233,28280.6715,22747.1523,12417.863,45953.8263,35218.9194,41541.4979,32958.7705,7833.2405,42046.7988,24110.2383,26848.3638,122042.6131,57558.9888,32112.0357,3728.9782,110926.8687,10743.307,23359.9353,22771.3066,3780.0869,36101.7802,46227.9994,24814.0339,9949.9307,13120.7756,9049.0975,40018.1102,68340.7766,23015.4325,31235.91,2295.5227,83071.1852,16865.9171,15731.2948,94819.8774,40196.8374
2015-03-26,12287.467,15923.7884,15659.5263,28638.9907,22595.9366,12397.696,45405.8872,34677.8826,41317.2291,32948.2136,7539.9494,41935.6876,24796.314,26798.3203,121035.9668,56813.6909,31946.6619,3611.1427,111129.6165,10710.0524,23359.9353,22774.9811,3720.6779,35662.9384,47209.2356,24470.7568,9859.9624,13168.72,8993.344,40063.1757,68677.1852,22793.4819,31066.7746,2262.541,82436.4726,17059.095,15328.2699,94847.9389,39561.1049
2015-03-27,12536.1283,16008.544,15705.9674,29315.8158,22963.1746,12308.6248,45710.2978,35064.3375,41455.2407,33412.719,7672.9323,42181.3017,24748.9985,26752.447,121446.5725,57497.8988,32035.255,3557.9452,111141.5428,10789.032,23258.9193,22944.0113,3732.1027,35956.8416,47421.1826,24818.9379,10160.7939,13316.5485,8968.5647,40507.3921,70010.3599,23009.8135,30708.2078,2242.752,82385.6956,17040.5202,14670.44,96615.8147,39852.4823
2015-03-30,12779.8818,16260.2426,15991.249,29501.6109,23189.9981,12290.1384,45552.0043,35798.6017,41886.527,33238.5294,7952.5608,42304.1088,25455.7747,27090.241,122784.3524,58035.4907,31976.193,3647.7518,112107.5762,10789.032,23340.9948,22999.1299,3812.0763,36741.9255,48033.474,25127.8873,10107.3752,13504.3306,9016.5746,40359.32,71343.5346,23018.242,31256.2062,2252.6465,83528.1783,17304.2824,14755.375,96840.3069,40104.1264
2015-03-31,12493.5941,16216.5806,15885.0977,29236.1893,23071.1858,12281.7354,44821.4188,35231.8013,41334.4805,34668.995,7920.7333,42309.9568,25068.3785,27106.9221,121764.4608,57314.6288,31438.7283,3650.0399,110378.2572,10745.3854,22955.8715,22848.4725,3819.6929,36210.4841,47444.7323,24622.7795,9904.9465,13408.4418,8898.8729,40314.2546,70483.8238,22978.909,31290.0333,2228.8997,83350.4587,17202.121,14613.8167,96166.8304,39640.5715
2015-04-01,12555.7594,15851.8745,15807.6958,29249.4604,23168.3958,12280.0548,45150.1823,36326.7567,41472.4921,34990.9817,7811.4316,42754.4014,24654.3673,27377.9914,123088.9954,58157.6707,31970.2868,3724.4021,110604.8576,10874.2469,22823.2881,22914.6148,3818.1696,36762.0558,47813.6771,24593.3558,9916.1926,13674.7994,8968.5647,40455.8888,71056.9643,23321.6681,31797.4392,2262.541,82918.8542,17226.2682,14427.2927,96138.7688,39640.5715
2015-04-02,12580.2984,15844.1694,15980.1916,29528.153,23524.8327,12461.5583,45064.9473,36339.6385,41334.4805,35233.7913,7844.2221,43210.5419,25035.8491,27503.1002,124148.623,58438.6847,32047.0674,3755.291,109352.5921,10874.2469,22122.49,22921.9639,3897.3815,36975.4376,47695.9288,24431.5251,9907.758,13728.071,8912.8112,40816.4123,71318.6154,23490.2382,31432.1069,2269.1373,83045.7967,17319.1422,14430.6235,96924.4914,39958.4377
2015-04-03,12580.2984,15844.1694,15980.1916,29528.153,23524.8327,12461.5583,45064.9473,36339.6385,41334.4805,35233.7913,7844.2221,43210.5419,25035.8491,27503.1002,124148.623,58438.6847,32047.0674,3755.291,109352.5921,10874.2469,22122.49,22921.9639,3897.3815,36975.4376,47695.9288,24431.5251,9907.758,13728.071,8912.8112,40816.4123,71318.6154,23490.2382,31432.1069,2269.1373,83045.7967,17319.1422,14430.6235,96924.4914,39958.4377
2015-04-06,12580.2984,15844.1694,15980.1916,29528.153,23524.8327,12461.5583,45064.9473,36339.6385,41334.4805,35233.7913,7844.2221,43210.5419,25035.8491,27503.1002,124148.623,58438.6847,32047.0674,3755.291,109352.5921,10874.2469,22122.49,22921.9639,3897.3815,36975.4376,47695.9288,24431.5251,9907.758,13728.071,8912.8112,40816.4123,71318.6154,23490.2382,31432.1069,2269.1373,83045.7967,17319.1422,14430.6235,96924.4914,39958.4377
2015-04-07,12845.3189,16142.0984,16199.1286,29926.2854,23870.4684,12621.2141,47244.5273,36391.1658,41852.0241,35624.3982,7852.4197,43853.817,25213.2824,27611.5279,126863.9188,59061.8026,32224.2536,3763.2992,113526.8104,11042.5982,22299.2679,23215.9295,3908.8063,37398.1751,47413.3327,24750.2825,10098.9407,13933.1663,9002.6363,41318.5701,71243.8579,23726.2363,31817.7354,2269.1373,84061.3368,17259.7028,15003.5184,98299.5059,40607.4147
2015-04-08,12734.0757,15826.8546,16165.9564,29846.659,23794.8606,12552.31,46867.0581,36416.9295,41541.4979,35993.8911,7748.5831,42467.8516,25452.8175,27615.6982,126625.5026,58878.5326,32194.7226,3772.4515,112226.8396,11125.7346,22261.387,23293.0954,3915.6612,37434.4097,47130.7367,24848.3616,10166.4169,13917.1849,9025.8669,41395.8251,71854.3772,23894.8063,32013.9324,2308.7153,85051.4885,17367.4367,14875.2832,97682.1525,40236.5707
2015-04-09,12956.5622,16204.596,16504.3136,30204.9781,24075.6897,12614.4918,46940.1167,36713.2115,42248.8075,36136.4098,7882.4777,42906.4482,26112.2782,27890.9377,128691.7765,59513.8685,32643.5941,3792.4721,114409.3594,11217.1847,22640.1967,23620.1321,3979.6401,37494.8008,48153.007,24966.0567,10453.1908,14042.3729,9106.3509,41820.7278,72178.3262,24195.4229,32318.376,2368.0823,86727.1298,17744.5051,14821.9907,98748.4902,41057.7252
2015-04-10,13005.64,16265.8514,16692.2898,30244.7914,24421.3254,12693.4794,46915.7638,36545.7478,42300.5619,36458.3965,8110.1897,43052.6471,26449.4016,28420.5653,130797.7864,59807.1004,32507.7514,3855.966,115733.1829,11360.5951,22286.6409,24101.5007,4075.6085,37188.8194,48655.9925,25186.7348,10585.3317,14029.0551,9219.4251,41814.2899,71331.075,23611.0467,32656.6466,2368.0823,87539.5619,17854.0964,15033.4955,100432.1815,40925.2809
2015-04-13,13025.2712,16306.6883,16550.7548,30098.8095,24442.9276,12730.4523,46867.0581,36455.575,42179.8017,36051.9543,8231.3325,42853.8166,26413.9149,28470.6088,131102.4294,59660.4845,33405.4945,3783.3198,116305.6471,11420.869,22198.252,24061.0804,4036.7642,37543.1136,49347.5976,24882.6894,10588.1432,14084.9902,9276.7367,41917.2966,71792.0793,23788.0453,32791.9549,2361.486,87624.516,17807.6594,14793.679,100263.8123,42262.9681
2015-04-14,13015.4556,16309.2406,16303.0684,30072.2673,24378.1209,12685.0765,46623.5296,36017.5928,42059.0415,35861.9293,8081.9534,42169.6058,26357.7277,28207.8802,129698.4227,59037.3666,33340.5263,3731.8383,116234.0891,11302.3996,22027.7876,23928.7959,4005.5364,36822.4469,48042.9789,25015.0963,10509.421,13978.4471,9210.1314,41730.5969,70770.394,23431.2387,32406.3263,2360.1667,85440.8857,17553.1847,15286.6351,99674.5204,42037.8129
2015-04-15,12894.3968,16179.073,16342.8752,30523.484,24356.5187,12797.6759,47159.2923,36623.0387,42283.3104,35751.0815,8045.5195,42385.9802,26493.76,28458.098,130148.7645,59306.1625,33470.4628,3759.2951,118643.2093,11306.5564,22065.6686,23943.4942,4010.8679,37076.0894,49300.4427,24936.6329,10683.7346,14055.6908,9275.1878,42689.847,71194.0196,23459.3337,32271.0181,2496.0511,86938.9577,17909.8208,15726.2987,99955.1356,41918.613
2015-04-16,12972.9215,16028.4869,16265.4732,30457.1286,24216.1042,12685.0765,47414.9972,35528.0833,41921.0299,35814.4231,8047.3412,41502.9389,27271.5096,28312.1376,128506.3416,58634.1726,33488.1814,3838.2334,117617.5443,11196.4006,22217.1925,23796.5114,4045.904,36717.769,50274.9772,24769.8983,10680.923,13826.6233,9058.333,43005.3051,70184.794,23164.3361,32101.8828,2506.6052,85847.1425,17959.9728,15318.2776,100319.9354,41945.1019
2015-04-17,12611.381,15913.633,16101.8233,29859.93,23600.4405,12436.3495,47037.5281,34523.3007,41386.3871,35376.31,7750.4048,40713.465,26736.2522,28028.5575,126691.7293,57265.7568,32956.623,3561.3773,116568.0265,11167.3029,22141.4305,23528.2678,3945.3657,36097.7541,48869.5672,24509.9885,10678.1115,13552.2749,8987.0807,42541.7748,68664.7256,22818.7674,31702.7234,2530.352,84018.9868,17807.6594,14838.6446,98944.9209,40806.0811
2015-04-20,12807.6926,16265.8514,15997.8835,29939.5565,24032.4852,12602.7277,47207.998,34948.401,41783.503,35904.1571,7869.7259,41040.9505,26833.8406,28174.5179,127367.2419,58084.3627,33234.2146,3769.0194,117784.513,11323.1837,22330.8354,23664.2269,3986.495,36983.4897,49600.4887,24877.7854,10728.7187,13714.7531,8926.6712,42548.2128,69860.845,23164.3361,32333.7327,2539.5869,83790.4674,17917.2507,14940.2335,99450.0282,41150.4362
2015-04-21,12886.2172,17044.305,16992.4967,29992.6408,24129.6953,12735.4941,47000.9988,34587.7098,42543.2031,36437.2826,8176.6816,41210.5412,27930.9703,28766.6998,127036.1083,57424.5908,33718.5234,3992.106,116150.6047,11356.4383,22476.0458,23465.8002,4018.4845,36427.8919,50724.3787,24941.5369,10782.1374,14037.0458,8880.2023,42631.9057,69262.7853,23243.0021,31189.1758,2550.8006,83333.4285,17787.2271,14713.7402,99983.1971,40594.1703
2015-04-22,13110.3395,16753.342,17353.4776,30151.8938,24545.4974,12839.6906,46501.7654,35270.4467,42405.0758,35782.7523,8447.2034,41333.3482,27886.612,29192.07,127804.3383,57387.9368,33529.5248,3997.2541,115506.5825,11408.3985,21604.7834,23252.6751,4002.4897,36838.5512,51714.6594,25088.6556,10723.0957,13906.5306,8849.2231,43005.3051,72278.0028,23189.6216,31168.7373,2581.8034,81683.0102,17792.7996,14930.2412,99393.9052,41137.1918
2015-04-23,12879.6735,17628.7832,17200.5543,30868.5321,24405.0522,12886.747,46075.5905,35283.3286,41818.0348,35656.069,8065.5582,40578.962,27676.6491,28820.9137,126294.369,56471.587,33234.2146,3969.7973,115482.7298,11449.9668,21339.6165,23135.0889,3994.1116,36319.188,51683.2469,24740.4745,10692.1691,13653.4908,8866.2617,42998.8672,72278.0028,22709.1969,31284.5555,2612.1465,80895.8876,18946.2946,15138.4152,98215.3214,40660.3924
2015-04-24,12820.78,17695.1432,17255.9613,31120.6826,24631.9252,13007.7493,46976.646,36365.4022,41196.4621,35714.1322,7928.931,40584.8099,28708.7199,28704.1454,126969.8816,55885.1231,33482.2752,3958.929,114504.7701,11441.6531,21200.7196,23087.3195,4048.189,36906.9944,51289.5598,24691.4349,11001.4351,13946.4842,9081.5675,43121.1876,73499.0413,23077.2415,31461.6893,2563.3336,81784.5744,18918.4324,15914.488,98636.2442,41031.2364
2015-04-27,13830.1485,18149.4538,17320.1249,31027.7851,24826.3877,13123.7099,47512.4086,36945.0845,41904.3644,35645.512,8050.9846,41315.8044,28696.891,28474.7791,128916.9474,56996.9609,33275.7955,4043.0155,117283.6068,11603.7692,21547.9619,23234.3023,4029.9093,37647.7915,51769.8581,25073.9438,11035.1732,14252.7954,9121.8405,43443.0836,73723.3137,23417.1911,31502.5664,2605.5502,82597.088,19039.1685,16454.0751,100600.5506,41375.5915
2015-04-28,13331.19,17725.7709,16894.4927,30457.1286,24167.3757,12541.7838,47037.5281,36648.8024,41196.4621,35466.044,7753.1373,40450.307,28158.6765,28370.5218,124704.9275,54980.9912,33246.2275,4000.1142,118500.0933,11373.0656,21446.5468,23204.9057,3912.6146,37212.9758,49525.8414,24794.4181,10990.189,13885.2219,8881.7513,42728.4745,73025.5774,22754.1489,31073.3575,2639.8511,80667.3681,18676.96,16662.2491,97654.0909,39441.9051
2015-04-29,12822.4159,17248.4895,16393.4882,29302.5447,23346.3115,12474.4815,45625.0628,36094.8838,40056.912,35856.6509,7478.9721,39111.1252,27274.4668,27202.839,121274.383,54357.8733,32388.7563,3896.5792,115530.4351,11028.0493,21402.3532,22694.1406,3791.5117,36403.7355,47699.1331,24318.734,10627.5044,13629.5186,8751.6384,41447.3285,71455.6707,22476.0083,30344.3838,2634.574,79093.123,18236.7372,15944.465,94960.185,38395.5953
2015-04-30,13005.64,17559.8709,16595.2201,29461.7976,23497.5602,12427.3699,44334.3618,35824.3654,40333.1666,35582.1704,6485.2371,39087.7334,27827.4675,27211.1795,120797.5506,55262.0052,32418.3243,3829.6532,115649.6985,11273.3018,20840.4625,22627.9983,3834.1643,35997.1023,48817.2046,24273.6489,10638.7504,13754.7067,8685.033,41531.0214,70321.8493,22869.3384,30541.9561,2635.8933,79524.7709,18513.5017,15849.5377,95661.723,39044.5722
2015-05-01,13005.64,17559.8709,16595.2201,29461.7976,23497.5602,12427.3699,44334.3618,35824.3654,40333.1666,35582.1704,6485.2371,39087.7334,27827.4675,27211.1795,120797.5506,55262.0052,32418.3243,3829.6532,115649.6985,11273.3018,20840.4625,22627.9983,3834.1643,35997.1023,48817.2046,24273.6489,10638.7504,13754.7067,8685.033,41531.0214,70321.8493,22869.3384,30541.9561,2635.8933,79524.7709,18513.5017,15849.5377,95661.723,39044.5722
2015-05-04,13085.8006,17646.6494,16737.0975,30258.0624,23832.468,12346.6071,43920.3634,35978.9473,40954.7393,36569.2444,6379.5787,39403.523,27650.0341,27169.4766,122241.2932,55555.2371,32288.2252,3951.4928,114802.9285,11312.7916,21269.7722,22734.5609,3864.6304,36496.3351,48502.2549,24529.6793,10993.0006,13845.2683,8829.0866,41827.1657,70708.0962,23116.5745,30541.9561,2600.2731,80997.4518,18545.0789,16087.6888,97289.2912,39468.3939
2015-05-05,12778.2458,17401.6279,16200.6236,29421.9844,23108.6351,12227.1455,43287.1893,34896.8737,40074.1779,35386.867,6186.4789,39181.3007,27209.4079,26681.552,119261.0905,54431.1813,31791.4833,3825.6491,114217.2299,11244.2041,20903.5963,22341.3819,3863.1071,36045.4152,47164.3621,23672.9623,10222.6471,13522.9756,8612.2318,40996.6741,68577.5086,22697.9589,29990.1162,2587.0804,78534.5199,18415.0553,16127.6582,93557.109,37627.4185
2015-05-06,12681.726,17215.3095,16027.7106,29169.8339,23184.2594,12383.6234,43798.5991,35090.1011,40315.9006,34943.4754,6273.9203,39555.5698,27203.4935,26652.3599,119790.9043,55078.7352,31519.4579,3769.5914,114624.5069,11084.1664,20373.2725,22403.8496,3829.5944,35228.1227,47463.5684,23047.6573,10146.7363,13517.6485,8756.2853,41157.6221,69811.0067,22703.5779,30092.3087,2572.5685,78331.3915,18511.6443,15941.1343,94146.4009,38223.4177
2015-05-07,12907.4843,17330.1633,16145.2028,29076.9363,23076.2246,12217.0502,43701.1877,35257.5649,40160.5074,35043.7664,6321.2844,39128.6691,27490.3441,27144.4548,119062.4103,56642.6389,31194.2103,3823.361,112037.1003,11119.4994,20392.2126,22315.6599,3812.838,34865.7763,47526.5592,23067.352,10239.5161,13273.9312,8553.3712,40005.2344,70209.7131,22551.8648,29976.4905,2532.9905,79169.2961,18621.2356,15536.4439,94623.4467,38329.3732
2015-05-08,13203.5875,17610.9171,16568.6181,29541.4241,24102.5548,12385.0883,45113.653,35875.8927,41645.3757,35624.3982,6375.9353,40052.646,28028.5586,28045.2387,121446.5725,57290.1928,31738.2609,3898.2952,114995.8477,11368.9087,20701.5682,22605.9509,3962.1221,35489.8173,49920.2096,23997.9239,10422.2642,13512.3213,8685.033,41131.8704,71530.4282,23271.0971,30998.4163,2525.0749,81657.6191,18964.8694,15656.3522,97345.4142,39124.0388
2015-05-11,13169.233,17638.9925,16632.9063,29315.8158,23713.6297,12405.2841,44809.2424,35824.3654,40876.6491,35587.4489,6414.1909,39766.0962,28211.9065,27753.318,116298.7937,54763.334,31401.1861,3876.5586,113833.9104,11289.9291,20720.5083,22668.4186,4061.1371,35546.1823,48888.7353,23736.9699,10492.5519,13389.7968,8726.855,40500.9542,70845.1515,23178.3836,30896.2237,2530.352,80413.4576,18704.8222,15821.226,95493.3539,38382.3509
2015-05-12,13049.8101,17616.0217,16322.4053,28930.9544,23259.8837,12442.3098,44443.9496,35540.9651,40291.9599,34964.5893,6570.8568,39552.3369,27596.8041,27106.9221,115984.9321,54370.8532,31163.7724,3867.4063,112552.1859,11121.5778,20827.8358,22429.5716,3982.6867,35272.4095,47802.1439,23175.6725,10394.1491,13381.8061,8661.7986,40024.5482,69910.6833,23099.7175,30473.8277,2519.7979,79169.2961,18372.3333,16380.7978,94427.0161,37892.307
2015-05-13,13141.4222,17544.5571,16330.0063,28731.8882,22968.1899,12762.077,43335.895,36223.7021,40119.9925,35165.1712,6485.2371,39827.2903,26878.1989,26593.9758,115331.0538,55119.0197,31140.9879,3858.8261,112671.9732,11312.0622,20827.8358,22341.3819,3972.7853,35538.1302,47400.5776,23352.9243,10531.9131,13308.5577,8630.8194,39921.5414,69761.1684,23100.0613,30317.1324,2527.7135,78420.2774,18442.9175,16184.2815,93304.5553,37958.5292
2015-05-14,13363.9086,17861.0432,16506.5468,28997.3098,23529.9706,12677.9277,43530.7178,36867.7935,40704.6817,35772.1953,6563.57,40552.6993,27002.4023,26794.15,116730.3534,55830.3911,31767.8289,3888.5709,113402.676,11289.9291,21130.8779,22602.2764,4047.4273,36178.2755,47928.1255,23820.6721,10697.7921,13472.3677,8779.5198,40436.575,70894.9898,22965.1212,30659.5184,2631.9355,80680.4473,18806.9836,17111.905,95493.3539,38302.8843
2015-05-15,13226.4905,17695.1432,16595.2201,28811.5147,23519.1671,12674.5618,43408.9536,36648.8024,40343.5502,35909.4356,6477.9503,40020.3427,26854.5412,26573.1243,115187.2006,55891.7163,31696.8658,3850.2458,111330.355,11449.9668,21042.4906,22396.5005,4092.3649,35952.8155,47920.2517,24012.6949,10666.8655,13341.8524,8674.1903,40243.4374,70695.6366,22863.9161,30455.1216,2571.9089,80629.6569,18593.3734,17278.4442,94511.2007,37640.6629
2015-05-18,13260.8451,17853.3862,16608.5211,29050.3942,23532.3452,12709.9045,43348.0714,35528.0833,39896.4349,36358.1056,6572.6784,40037.8929,27150.2634,26752.447,116691.1207,55989.8365,31578.5939,3851.3898,111809.5044,11545.5737,21263.4589,22525.1104,4128.9242,35449.5566,48424.1781,23525.2525,10635.9389,13469.7041,8746.9915,40404.3854,70583.5004,23102.8726,30325.6703,2572.5685,81340.7216,18853.4206,16862.0961,95296.9232,39044.5722
2015-05-19,13470.244,18159.6631,17023.0691,29594.5084,23953.7232,12858.0072,44504.8318,35863.0109,40773.4686,36944.0158,6655.5656,40880.3033,28540.1582,27156.9657,119463.5647,58038.0955,32548.4234,3892.5751,113330.8036,11830.316,21503.3673,22973.4079,4208.1362,35952.8155,49455.6525,24411.5114,10807.441,13839.9412,8847.9931,40932.2949,71530.4282,23625.7655,30679.9581,2610.8272,84286.5611,19141.3299,16787.1535,98103.0753,39375.6829
2015-05-20,13661.6478,18317.9061,17098.4415,29833.3879,24061.7689,12763.76,45393.7108,36365.4022,40739.0752,36912.345,6782.1735,40962.2043,28637.7466,27352.9696,119751.2711,58504.1665,32696.2632,3878.8466,113558.3996,11853.1785,21364.4729,23377.6105,4257.6437,36258.7969,49872.9665,23933.9163,10874.9172,13818.6325,8782.9343,40945.1707,70832.6919,23909.702,31299.9617,2616.7639,84311.9562,19029.8811,16887.077,98215.3214,39296.2164
2015-05-21,13692.7305,18448.0737,17005.3344,29753.7614,24083.378,12792.3707,45442.4165,36236.5839,40825.0589,36833.1679,6766.6891,41190.3571,29134.56,27498.9299,120810.554,58700.4068,32796.7943,3890.287,114564.6132,11909.2956,21010.9237,23399.6579,4244.6956,36214.5101,50345.3975,23712.3516,10843.9906,13858.5862,8815.4637,40739.1573,70359.228,24303.2774,31225.0162,2678.1098,84108.7949,19178.4795,16837.1153,98159.1983,39282.9719
2015-05-22,13473.5159,18407.2368,16861.2402,29713.9482,24493.9516,12526.4591,45600.71,36481.3386,40773.4686,37028.4713,6768.5107,41014.8549,29220.3195,27544.8032,120705.9334,58712.6719,32802.7079,3913.1677,114348.996,11973.7264,20581.614,23410.6816,4255.3587,36033.3369,50180.0467,23540.0234,10818.687,13765.361,8759.6991,40951.6086,71032.0451,24353.8799,31579.304,2617.4235,84515.1176,19057.7433,16678.903,98103.0753,38673.7283
2015-05-25,13357.3649,18287.2784,16954.3472,29753.7614,24353.4922,12327.8668,45052.7709,36082.0019,40704.6817,36743.4339,6671.9609,40693.101,29205.5334,27507.2705,119437.4095,58393.7812,32613.4729,3893.1471,113905.7829,11900.982,20695.2548,23370.2614,4250.7888,35860.2159,49888.7142,23490.7868,10751.2108,13799.9875,8782.9343,40958.0465,70060.1982,24210.506,31422.5998,2602.9116,84261.1659,19048.4559,16787.1535,97766.337,38329.3732
2015-05-26,13280.4762,18340.8768,16712.7123,29461.7976,24213.0328,12326.1838,44857.9481,35875.8927,40291.9599,36648.4215,6733.8985,40418.1476,29013.3139,27536.4626,118535.0575,58332.4561,32542.5098,3919.4598,112180.8451,11940.4718,20505.8534,23186.5329,4238.6024,34896.0706,49991.0743,23387.3899,10658.431,13664.9021,8750.405,40893.6673,69237.8661,24249.8636,31865.4595,2572.5685,83804.0529,18767.1734,16837.1153,97166.4969,38422.0841
