,PUB FP Equity,RI FP Equity,RMS FP Equity,ACA FP Equity,AI FP Equity,CS FP Equity,DG FP Equity,HO FP Equity,KER FP Equity,AIR FP Equity,ALO FP Equity,BN FP Equity,BNP FP Equity,STM FP Equity,SU FP Equity,RNO FP Equity,SAF FP Equity,SAN FP Equity,DSY FP Equity,EL FP Equity,EN FP Equity,ENGI FP Equity,LR FP Equity,MC FP Equity,ML FP Equity,MT NA Equity,CA FP Equity,CAP FP Equity,TEP FP Equity,TTE FP Equity,URW NA Equity,VIE FP Equity,SGO FP Equity,STLAP FP Equity,ERF FP Equity,GLE FP Equity,OR FP Equity,ORA FP Equity,VIV FP Equity,WLN FP Equity
2018-09-28,51.48,141.3,570.6,12.386,93.6364,23.15,82.02,122.35,461.7,108.18,35.69,66.7,52.71,15.67,69.3,74.5,120.7,76.145,25.75,127.45,37.23,12.665,62.78,304.6,25.7375,26.8,16.5,108.4,162.5,55.84,173.22,16.5741,37.145,,48.9,36.97,207.7,13.735,6.4455,55.15
2018-10-01,52.34,141.3,571.0,12.138,93.9256,23.06,82.0,122.4,468.4,107.4,35.6251,68.11,51.99,16.02,68.98,74.32,120.4,77.1197,25.89,128.75,37.18,12.635,63.0,306.9,25.8875,26.605,16.56,111.95,164.3,56.37,172.78,16.6271,36.475,,48.74,36.595,208.3,13.62,6.4397,55.7
2018-10-02,52.26,140.25,564.2,12.214,94.3802,23.12,81.24,120.5,459.9,105.68,35.0224,67.63,51.98,16.31,67.7,74.19,118.5,76.513,25.88,128.0,36.78,12.77,62.32,300.35,25.55,26.66,16.475,111.5,163.4,56.2,169.64,16.82,36.265,,46.78,36.54,207.5,13.61,6.3379,53.3
2018-10-03,52.16,141.8,557.4,12.398,95.1653,23.235,81.5,120.8,462.6,107.06,36.0053,67.72,52.14,16.395,67.98,73.74,119.0,76.9208,25.77,126.85,37.02,12.795,62.52,302.75,26.175,27.05,16.57,112.5,164.7,56.3,170.62,16.6657,36.57,,47.52,36.755,208.0,13.75,6.4077,50.4
2018-10-04,52.52,138.05,540.0,12.67,93.4711,23.675,80.96,118.05,437.8,105.26,36.2742,66.25,52.3,15.98,67.5,72.96,116.05,75.9362,25.53,124.55,36.93,12.705,62.08,287.95,25.65,26.85,16.22,113.35,162.3,56.07,164.18,16.5018,36.095,,46.56,37.0,200.6,13.73,6.3815,49.8
2018-10-05,53.14,137.75,535.0,12.602,92.3967,23.71,80.84,117.55,429.1,104.0,36.4318,65.48,51.85,15.195,66.18,72.31,116.3,75.6179,24.6,123.1,36.7,12.675,60.8,286.2,25.95,25.815,15.685,111.7,159.9,55.13,163.58,16.55,35.42,,44.38,36.81,201.4,13.655,6.3728,49.4
2018-10-08,52.46,135.95,529.0,12.376,92.2727,23.51,80.2,117.7,420.2,103.62,36.2557,65.45,51.15,14.97,65.44,71.87,114.0,75.1206,23.89,122.2,36.57,12.655,60.26,281.85,25.8375,25.56,15.635,109.3,154.2,54.05,163.1,16.4343,35.195,,43.82,36.295,199.2,13.605,6.2856,46.62
2018-10-09,52.82,137.8,532.4,12.47,92.9752,23.51,79.54,116.85,421.9,102.5,36.7286,65.64,51.23,15.0,65.44,71.59,111.95,75.1803,23.96,122.3,36.28,12.81,59.84,285.7,25.8875,26.0,15.33,110.9,154.6,54.83,165.16,16.7669,34.42,,42.88,36.25,199.6,13.595,6.2885,46.5
2018-10-10,51.04,132.2,505.4,12.508,90.0,23.445,78.9,111.85,381.3,98.99,35.2913,65.33,51.47,14.13,62.7,71.12,109.35,76.2246,22.8,117.95,36.22,12.175,58.46,265.3,24.815,24.76,15.63,104.55,146.9,55.1,163.4,16.6512,34.015,,40.96,36.65,191.3,13.845,6.2507,44.88
2018-10-11,51.16,130.1,498.4,12.244,88.0579,22.62,77.56,110.15,372.3,97.33,34.3455,63.93,50.19,14.405,61.82,70.65,106.5,75.0112,22.64,115.25,36.01,11.86,57.74,261.95,24.735,24.2,15.675,101.95,145.7,53.21,161.22,16.1065,33.305,,40.68,36.07,187.6,13.7,6.2362,44.72
2018-10-12,51.6,130.7,492.0,12.156,86.8595,22.47,77.04,109.8,379.7,100.26,34.1323,63.87,49.915,14.375,61.88,71.12,108.8,73.3801,22.79,115.05,35.52,11.68,57.26,262.5,24.555,24.61,15.995,103.4,145.7,52.93,156.8,15.9956,33.35,,42.0,35.66,184.0,13.465,6.2362,44.14
2018-10-15,51.82,129.35,487.5,12.112,87.0248,22.58,77.14,108.0,370.9,97.81,35.0502,64.38,49.5,14.405,62.34,71.13,107.5,74.8819,22.35,114.45,35.61,11.75,57.38,260.45,24.63,24.54,15.89,103.5,146.7,53.55,155.3,16.0197,33.295,,40.98,35.34,184.0,13.635,6.2478,43.54
2018-10-16,53.26,130.65,499.2,12.132,88.7603,22.515,78.72,112.35,381.9,101.72,35.4211,65.04,49.72,14.81,63.04,71.36,111.95,75.9959,23.25,116.65,36.76,11.83,58.84,264.25,25.2375,24.8,15.545,106.05,155.0,53.82,158.64,16.3331,33.86,,42.6,35.41,186.3,13.7,6.3932,45.5
2018-10-17,52.24,129.9,499.3,12.16,88.1818,22.515,78.44,114.7,378.3,100.86,35.3933,62.22,49.6,14.93,62.96,69.11,109.95,76.7915,23.25,115.65,36.65,11.75,58.88,264.15,24.57,24.805,15.575,105.95,154.4,53.46,161.96,16.28,33.555,,42.26,35.145,187.75,13.795,6.3525,45.46
2018-10-18,54.2,130.8,492.9,12.116,87.8099,22.56,78.04,116.45,365.9,99.31,35.7271,62.82,49.225,14.17,61.78,68.9,108.75,77.3783,23.13,115.9,36.43,11.68,57.48,260.9,24.725,24.73,17.03,106.3,155.9,52.8,160.48,16.1788,32.36,,41.54,34.895,186.7,13.95,6.3612,45.1
2018-10-19,54.2,132.2,490.8,11.892,87.3554,22.37,77.64,116.25,360.2,97.95,35.3377,63.8,48.725,13.94,60.04,66.77,107.5,77.3783,23.14,117.2,32.11,11.735,56.48,263.25,21.935,23.755,17.12,103.9,159.7,52.83,161.3,16.2511,32.115,,41.2,34.45,191.3,14.05,6.3583,44.5
2018-10-22,53.98,132.65,491.1,11.76,87.7686,22.485,76.72,115.35,367.0,96.31,34.9853,63.14,48.305,13.99,59.86,65.76,108.15,76.881,23.0,116.25,31.19,11.695,56.38,263.25,22.11,23.57,16.875,102.75,154.5,52.08,159.72,16.3331,32.145,,40.4,34.09,191.0,13.885,6.271,44.58
2018-10-23,53.86,129.5,485.6,11.546,86.7355,22.15,74.46,112.95,353.1,94.14,34.4939,62.87,47.56,13.52,59.2,65.1,105.2,76.6026,21.72,119.5,31.22,11.62,55.44,258.05,21.81,22.975,16.965,96.74,149.2,51.06,158.92,16.2656,31.76,,42.14,33.6,189.75,13.705,6.1925,45.08
2018-10-24,53.72,130.4,489.8,11.3,87.0248,21.96,77.22,115.7,370.0,95.31,34.6515,63.11,46.46,12.165,57.74,63.06,109.4,75.7074,22.07,120.75,30.85,11.585,55.58,259.65,21.375,21.635,16.9,97.04,149.1,50.64,157.58,16.1017,31.025,,42.66,32.705,189.8,13.805,6.2652,44.18
2018-10-25,51.04,132.6,503.2,11.362,89.0083,22.075,78.34,118.4,381.1,97.94,34.8092,63.34,47.155,12.1,62.06,64.47,110.95,75.24,22.66,120.75,31.93,11.645,57.1,265.45,21.785,22.055,16.86,103.45,152.7,51.41,160.46,16.5355,31.55,,42.46,32.885,192.5,13.85,6.242,46.5
2018-10-26,50.22,133.4,499.9,11.172,88.1405,21.805,77.44,114.9,377.4,96.15,34.9204,62.6,46.88,12.22,61.42,64.5,109.7,74.0564,21.9,120.45,31.58,11.475,56.64,262.45,21.865,21.285,16.645,102.7,148.8,50.63,156.84,16.4391,32.01,,42.22,32.37,189.1,13.685,6.1809,46.36
2018-10-29,50.64,131.4,498.0,11.32,87.314,21.98,77.88,111.05,381.4,95.83,34.8926,61.74,47.475,12.85,62.18,65.65,107.85,74.0266,21.23,120.05,32.38,11.47,56.92,261.95,22.9,22.12,17.1,104.75,147.5,50.98,158.06,16.4439,32.915,,43.52,32.63,188.1,13.71,6.2449,46.74
2018-10-30,51.0,132.7,499.5,11.138,86.9835,21.97,78.54,109.5,376.1,93.9,35.0131,62.28,46.145,12.875,62.5,65.87,108.65,75.1604,21.22,119.65,32.09,11.44,56.92,259.95,22.775,21.545,17.16,106.6,146.7,50.74,160.4,17.143,32.83,,43.5,32.11,186.4,13.7,6.2071,45.0
2018-10-31,51.24,134.8,505.0,11.328,88.4298,22.14,78.88,113.0,393.6,97.71,35.8384,62.58,46.13,13.42,63.96,66.07,114.05,78.4127,22.17,120.75,32.24,11.775,57.74,268.8,22.685,22.04,17.15,108.0,145.6,51.96,160.28,16.9887,33.24,,44.64,32.48,198.9,13.82,6.2042,46.5
2018-11-01,51.78,136.2,504.0,11.468,87.562,22.18,78.68,113.0,399.0,96.5,35.755,62.78,46.255,13.83,63.86,65.97,113.1,78.5818,21.89,122.0,32.71,11.97,57.52,269.8,22.645,22.225,17.275,108.1,149.2,50.64,160.16,16.9791,33.355,,44.86,32.68,199.8,14.045,6.2216,47.06
2018-11-02,52.26,136.95,507.4,11.588,87.3967,22.235,77.94,114.3,421.0,95.61,35.4953,62.94,46.605,13.785,64.84,66.27,112.8,77.3286,21.81,120.55,33.03,11.91,57.12,279.05,22.92,22.285,17.425,110.95,147.5,50.25,159.6,16.9357,32.905,,44.2,33.13,201.1,13.955,6.3583,47.7
2018-11-05,51.98,137.95,502.0,11.556,88.0579,22.06,78.34,112.8,410.0,95.38,35.3562,63.33,46.47,13.28,64.04,65.93,111.1,78.2138,21.4,120.8,33.13,12.055,56.98,277.7,22.4,22.46,17.435,106.4,146.3,51.4,158.06,17.2249,32.47,,44.22,33.215,201.7,14.16,6.2565,47.22
2018-11-06,52.94,138.3,502.8,11.508,87.0661,22.005,77.44,114.7,409.9,95.85,35.1244,62.92,46.43,13.425,63.9,65.23,110.5,77.1794,21.43,120.0,32.46,12.02,57.1,273.0,22.425,22.455,17.245,106.2,148.4,50.88,158.8,17.3069,32.25,,43.92,33.065,202.6,14.09,6.2274,47.6
2018-11-07,52.86,140.85,501.0,11.412,88.5124,22.235,79.32,114.35,411.5,96.09,35.3748,63.02,46.745,13.26,64.82,64.99,113.4,78.2536,22.15,120.85,33.27,12.445,58.02,276.25,22.75,22.66,17.515,109.0,149.5,51.73,159.9,17.7938,32.65,,44.76,33.16,203.7,14.495,6.2652,48.46
2018-11-08,52.34,141.2,496.4,11.498,88.5537,22.32,78.56,114.2,407.4,95.65,35.5973,63.35,46.8,13.1,64.6,65.52,114.35,78.8801,22.21,120.05,33.02,12.275,55.6,271.0,22.75,22.8,17.825,110.0,149.6,51.43,159.66,17.8323,32.31,,44.46,33.87,204.2,14.63,6.303,49.1
2018-11-09,52.34,142.4,495.2,11.358,88.1405,22.305,78.84,113.6,393.2,94.68,35.2542,65.61,46.365,12.995,63.88,64.94,112.45,79.7653,22.36,120.2,33.06,12.575,55.18,266.0,22.415,22.26,17.575,109.6,150.9,50.49,161.8,18.2132,31.89,,43.76,33.69,205.6,14.63,6.2245,48.06
2018-11-12,52.62,143.05,489.2,11.152,88.3058,22.055,78.02,113.6,388.7,94.39,34.8462,65.98,45.595,12.125,62.78,64.73,111.6,79.1586,21.77,118.65,32.0,12.545,53.78,263.45,21.845,21.75,17.435,106.7,151.4,50.22,159.5,17.9095,31.1,,42.2,33.205,205.3,14.51,6.2449,47.1
2018-11-13,52.48,145.0,501.6,11.274,88.595,22.225,78.2,114.75,400.8,96.42,35.0966,66.53,46.225,12.535,63.76,65.78,112.9,79.7753,21.8,119.25,32.38,12.545,54.64,269.7,22.165,21.635,17.53,107.15,151.1,49.51,161.02,17.977,31.585,,40.6,33.66,208.9,14.63,6.2478,47.96
2018-11-14,52.28,139.2,497.5,11.144,87.4793,22.02,78.22,112.65,397.6,95.53,36.1351,65.26,46.045,12.445,63.54,65.69,111.2,79.0492,21.38,119.65,32.55,12.5,53.0,268.1,22.56,21.53,17.4,105.65,149.6,49.66,159.98,17.9143,31.705,,40.74,33.475,207.4,14.705,6.1984,47.1
2018-11-15,52.2,138.95,490.0,10.99,88.0165,21.82,77.38,111.55,392.9,93.86,35.9868,65.2,45.495,12.34,64.36,65.23,109.25,77.806,21.5,117.65,32.48,12.16,52.88,265.4,22.425,21.77,17.505,103.5,146.1,50.11,158.48,17.7311,31.6,,39.12,33.235,207.4,14.625,6.1111,46.46
2018-11-16,52.98,140.4,491.0,10.908,87.1488,21.605,77.1,111.65,389.6,92.89,36.1629,65.1,45.195,12.195,63.96,64.5,108.7,78.8006,21.78,117.65,32.5,12.2,53.14,264.25,22.265,21.765,17.495,102.8,142.5,49.995,157.22,17.8323,31.445,,39.1,33.095,207.6,14.66,6.3001,47.24
2018-11-19,52.82,139.85,482.8,10.882,86.7355,21.685,76.8,110.05,382.6,92.57,35.6622,64.71,45.285,12.21,63.4,59.06,107.95,78.1243,21.07,115.0,32.73,12.195,53.04,259.25,22.235,21.675,17.355,102.15,143.0,49.55,155.66,17.8082,31.255,,38.34,33.03,205.4,14.67,6.2914,46.68
2018-11-20,52.42,140.05,482.6,10.632,85.0,21.155,76.38,108.65,374.2,91.07,35.8848,64.98,44.305,11.975,62.88,58.36,106.9,78.5121,20.64,111.3,32.21,12.16,53.14,253.85,22.25,20.68,17.215,99.92,137.8,48.865,153.96,17.8806,30.93,,38.08,32.325,204.8,14.535,6.1315,43.34
2018-11-21,52.5,140.5,491.1,10.778,85.6612,21.15,77.02,110.25,383.0,93.17,35.9311,65.42,44.79,12.545,63.48,59.0,107.55,78.0646,20.61,109.75,32.83,12.32,53.58,260.65,22.785,21.08,17.26,99.76,138.5,49.41,156.52,18.112,31.155,,36.72,32.745,206.4,14.675,6.2594,43.56
2018-11-22,51.7,140.05,491.9,10.67,84.8347,20.86,76.62,109.05,388.0,92.33,36.1166,65.28,44.285,12.375,62.24,59.1,106.45,77.8657,20.35,109.1,32.34,12.145,53.2,258.5,22.745,20.58,16.93,99.84,136.7,49.06,155.16,17.7504,31.145,,35.6,32.47,205.1,14.645,6.1344,43.52
2018-11-23,51.8,141.0,493.6,10.722,85.3306,20.91,76.86,108.2,390.3,93.41,36.404,65.87,44.36,12.43,62.46,60.45,108.85,79.0492,20.28,109.55,32.93,12.09,53.28,258.45,22.94,19.942,16.655,101.05,139.2,47.585,157.0,17.9432,31.77,,35.14,32.54,206.4,14.635,6.1722,44.12
2018-11-26,52.46,140.5,485.4,11.12,87.1488,21.215,78.54,109.55,389.6,93.58,36.2093,65.82,45.34,12.775,63.62,62.1,108.2,78.4724,20.56,110.3,33.96,12.44,53.72,256.6,23.67,20.305,16.475,103.5,139.7,48.3,157.5,18.0975,33.06,,37.92,33.24,205.0,14.89,6.3147,45.5
2018-11-27,52.98,141.75,476.6,11.086,86.2397,21.265,78.16,108.3,387.4,93.7,35.9311,66.41,45.085,12.745,63.0,61.59,108.25,78.1143,20.52,108.65,34.15,12.67,53.7,254.2,22.75,19.582,16.62,102.55,142.3,48.03,158.96,18.2807,33.195,,37.9,33.01,208.0,15.0,6.3612,45.46
2018-11-28,53.0,140.5,484.7,10.998,85.7851,21.42,77.96,107.55,387.9,93.5,35.9589,65.42,44.755,12.675,63.42,61.98,106.15,78.8503,21.22,107.8,34.5,12.565,53.98,256.55,22.805,19.668,16.75,103.8,141.6,48.245,157.64,18.3144,32.935,,38.42,32.91,207.4,14.955,6.3815,46.44
2018-11-29,52.7,140.35,485.1,11.052,86.0744,21.535,77.58,107.25,388.7,94.86,36.2279,65.54,44.775,12.97,64.34,62.4,111.5,78.4425,21.48,111.65,34.74,12.49,54.04,256.5,22.985,20.055,16.415,102.85,144.8,48.44,154.66,18.0686,32.88,,39.58,32.83,208.4,15.02,6.4804,47.16
2018-11-30,52.36,141.2,477.7,10.968,88.2231,21.515,77.1,108.3,384.0,94.62,35.9404,66.06,44.375,12.93,64.28,62.05,110.35,79.3774,21.2,112.15,33.96,12.42,54.1,252.55,23.105,20.015,15.9,103.05,146.2,49.165,151.84,18.1023,32.735,,38.3,32.46,207.9,15.16,6.3961,47.14
2018-12-03,52.34,141.0,493.7,11.084,88.4298,21.58,75.4,109.7,413.5,95.7,35.5231,65.42,44.845,13.71,65.44,61.86,112.15,77.796,22.33,113.5,33.76,12.55,53.06,265.25,23.14,20.82,14.98,106.05,148.2,49.815,149.6,18.1168,32.32,,38.42,32.85,212.2,14.975,6.5269,48.56
2018-12-04,50.8,142.3,495.8,10.838,88.595,21.24,76.66,106.7,405.4,94.27,34.8741,65.53,43.86,13.325,64.4,60.5,111.75,78.6613,21.48,112.85,33.5,12.35,52.2,261.85,22.735,20.44,15.3,104.35,146.9,49.495,147.74,18.0878,32.005,,36.76,32.165,212.5,14.73,6.399,47.6
2018-12-05,49.26,142.0,487.5,10.73,87.686,20.65,74.66,106.0,403.2,92.31,34.7999,64.59,43.42,12.88,63.52,59.89,109.1,77.6469,21.21,112.1,33.36,12.365,52.0,259.5,22.59,20.14,14.91,103.25,145.2,48.805,146.76,17.8757,31.05,,35.36,31.775,209.2,14.79,6.3379,46.5
2018-12-06,48.64,137.95,478.1,10.212,86.0331,19.972,70.98,103.85,390.9,88.64,33.4275,63.43,41.785,12.11,60.72,57.39,106.0,75.2101,20.94,110.25,31.77,12.08,50.56,247.9,21.725,18.96,14.395,96.62,139.0,47.385,142.9,17.3647,29.805,,33.0,30.555,202.9,14.535,6.1344,45.58
2018-12-07,48.45,138.0,482.1,10.192,87.1488,19.72,72.68,104.1,395.3,89.07,34.4568,63.8,41.595,11.965,61.36,57.57,105.65,76.1351,20.95,109.9,32.99,12.125,50.48,249.5,21.55,19.298,14.58,96.48,141.3,48.165,144.74,17.3599,29.94,,32.58,30.455,206.0,14.66,6.178,45.38
2018-12-10,48.26,137.45,472.3,9.89,87.0661,19.36,71.66,102.1,389.3,87.49,34.4012,62.97,40.4,11.645,61.06,55.28,102.55,76.4931,20.69,109.3,32.08,11.99,49.75,243.25,21.29,18.57,14.67,94.0,139.1,47.34,143.08,16.9646,29.55,,32.34,29.525,206.5,14.495,6.085,44.74
2018-12-11,48.89,140.5,479.0,9.886,87.686,19.192,73.7,104.65,399.4,88.6,34.9575,62.81,40.68,11.995,61.74,55.26,105.3,77.6668,21.72,109.6,33.04,12.26,50.22,249.25,21.59,19.202,14.855,96.8,143.7,47.765,143.22,17.3985,30.325,,33.5,29.59,207.7,14.595,6.1344,46.08
2018-12-12,49.7,148.8,481.3,10.232,88.6777,19.354,74.78,107.9,409.7,91.48,35.6066,64.13,41.905,12.24,63.18,56.31,108.65,79.3575,22.22,111.05,33.75,12.65,51.08,254.35,22.27,19.724,15.145,98.46,146.1,48.47,147.32,17.7407,30.605,,34.68,30.41,209.5,14.775,6.2362,47.2
2018-12-13,49.66,148.2,490.5,10.242,88.7603,19.316,74.5,105.65,411.4,89.97,35.4304,64.32,42.19,12.235,62.84,57.07,108.6,78.174,21.92,110.75,33.17,12.775,49.92,255.85,22.13,19.538,15.23,95.78,144.2,48.94,146.14,17.9336,30.325,,34.64,30.485,207.0,14.595,6.2391,47.74
2018-12-14,49.98,148.4,485.8,10.136,88.595,19.198,73.52,103.95,404.4,88.67,35.6437,64.08,41.595,12.23,61.0,55.65,108.2,77.8159,21.02,110.05,33.1,12.905,49.69,251.95,21.775,19.42,14.925,94.22,141.9,49.1,144.62,17.8516,29.595,,33.0,29.85,204.3,14.54,6.1896,46.14
2018-12-17,50.1,146.65,476.8,9.911,87.8926,19.02,72.36,102.8,403.1,87.65,35.5139,63.23,40.58,12.095,60.36,54.66,107.6,77.0004,20.54,109.5,32.5,12.865,49.33,250.1,21.465,19.424,14.61,92.02,140.7,48.615,142.56,17.895,29.0,,32.4,29.025,203.3,14.435,6.1141,43.0
2018-12-18,49.47,144.85,474.1,9.85,86.9835,18.97,71.34,103.5,402.5,88.65,34.8926,62.69,40.555,12.11,60.48,54.41,107.2,75.7969,20.36,109.0,31.85,12.67,49.21,252.0,21.535,19.082,14.645,90.04,139.8,46.755,139.4,17.5431,28.785,,32.16,28.805,202.5,14.225,6.1257,43.2
2018-12-19,50.58,145.6,477.3,9.872,88.9669,18.952,71.6,102.8,407.7,87.2,34.6979,62.82,40.88,12.03,60.22,54.52,106.35,76.3937,20.86,109.9,31.9,12.795,48.94,252.4,21.635,19.44,14.91,91.18,144.2,46.83,140.4,17.7311,28.885,,31.52,28.9,203.1,14.355,6.2042,42.84
2018-12-20,49.71,144.0,473.3,9.477,88.2645,18.688,71.42,102.1,399.9,83.33,34.225,62.26,39.4,11.68,59.1,54.45,104.1,75.7373,20.16,109.95,30.39,12.465,48.7,250.1,21.205,18.614,14.85,87.3,136.0,45.895,137.54,17.6154,28.485,,31.38,27.93,201.6,14.265,6.1024,41.4
2018-12-21,49.96,142.3,475.4,9.435,88.9256,18.796,71.42,101.0,396.1,83.1,32.7321,62.23,39.5,12.03,58.06,55.14,102.65,75.2698,20.03,110.35,30.84,12.51,48.53,253.45,21.125,18.456,14.83,86.0,135.4,46.045,137.9,17.4467,28.6,,31.64,28.09,200.7,14.175,6.1693,40.6
2018-12-24,48.64,141.65,463.5,9.288,88.2645,18.768,70.5,99.14,387.0,81.63,32.1294,61.62,38.79,11.85,57.98,54.9,101.6,73.8376,19.94,109.65,30.91,12.28,48.43,245.15,21.345,17.966,14.51,84.18,133.9,45.23,134.54,17.3454,28.38,,31.54,27.61,197.65,14.105,6.1053,40.58
2018-12-25,48.64,141.65,463.5,9.288,88.2645,18.768,70.5,99.14,387.0,81.63,32.1294,61.62,38.79,11.85,57.98,54.9,101.6,73.8376,19.94,109.65,30.91,12.28,48.43,245.15,21.345,17.966,14.51,84.18,133.9,45.23,134.54,17.3454,28.38,,31.54,27.61,197.65,14.105,6.1053,40.58
2018-12-26,48.64,141.65,463.5,9.288,88.2645,18.768,70.5,99.14,387.0,81.63,32.1294,61.62,38.79,11.85,57.98,54.9,101.6,73.8376,19.94,109.65,30.91,12.28,48.43,245.15,21.345,17.966,14.51,84.18,133.9,45.23,134.54,17.3454,28.38,,31.54,27.61,197.65,14.105,6.1053,40.58
2018-12-27,48.08,139.85,469.3,9.173,86.6529,18.54,70.64,99.22,385.5,82.1,31.9996,60.28,38.545,11.87,58.22,53.68,100.7,73.3602,20.12,108.8,30.26,12.02,48.09,247.15,20.805,17.8,14.505,84.7,135.1,45.35,132.4,16.8682,28.155,,31.3,27.215,195.6,13.95,6.0966,40.14
2018-12-28,49.25,141.4,476.8,9.406,87.8099,18.78,71.96,100.8,397.5,83.76,32.3427,60.67,39.375,12.235,59.32,54.03,103.1,74.8123,20.37,109.75,30.99,12.275,49.28,252.75,21.155,17.988,14.825,85.92,138.0,46.085,133.26,17.1333,29.0,,31.84,27.795,198.1,14.08,6.1111,41.6
2018-12-31,50.08,143.3,484.8,9.43,89.6281,18.858,72.02,102.0,411.6,83.96,32.7043,61.51,39.475,12.485,59.72,54.55,105.4,75.2499,20.74,110.45,31.34,12.525,49.3,258.2,21.675,18.14,14.91,86.8,139.6,46.18,135.4,17.3117,29.165,,32.6,27.82,201.2,14.155,6.1867,42.2
2019-01-01,50.08,143.3,484.8,9.43,89.6281,18.858,72.02,102.0,411.6,83.96,32.7043,61.51,39.475,12.485,59.72,54.55,105.4,75.2499,20.74,110.45,31.34,12.525,49.3,258.2,21.675,18.14,14.91,86.8,139.6,46.18,135.4,17.3117,29.165,,32.6,27.82,201.2,14.155,6.1867,42.2
2019-01-02,49.54,141.2,477.6,9.313,87.686,18.806,71.44,101.7,402.8,84.17,32.7877,61.04,39.085,12.145,59.22,52.93,103.45,74.9913,20.57,110.7,30.44,12.54,48.94,253.3,21.395,17.698,14.68,84.26,138.5,46.655,132.62,17.1622,28.78,,32.74,27.425,199.6,14.095,6.1751,41.62
2019-01-03,48.7,138.95,464.0,9.283,86.0744,18.65,71.2,99.22,380.7,81.21,32.1479,61.09,38.855,10.735,57.58,52.6,101.1,74.2553,19.256,109.65,30.16,12.54,48.07,243.65,21.05,17.32,14.965,79.8,133.8,46.255,133.3,17.0417,28.53,,31.5,27.44,197.2,14.18,6.1199,39.0
2019-01-04,49.67,141.1,477.8,9.764,88.4711,19.236,72.58,102.2,397.4,85.12,32.2499,61.98,40.74,10.905,59.72,54.23,105.2,74.9317,20.01,110.8,30.82,12.715,49.35,251.15,21.84,18.46,15.13,82.66,139.1,47.41,138.12,17.2346,29.37,,32.64,28.37,200.0,14.28,6.2245,39.7
2019-01-07,50.9,138.65,472.2,9.748,87.9752,19.15,72.22,100.0,396.4,83.56,31.6101,60.84,40.68,11.35,59.46,54.47,103.45,73.4398,20.4,110.6,30.9,13.02,49.49,250.7,21.735,18.764,15.285,84.3,140.4,47.3,137.32,17.1333,29.14,,33.16,28.415,197.45,14.2,6.2914,38.92
2019-01-08,51.62,138.7,479.9,9.811,88.0992,19.222,73.14,101.5,410.5,86.65,31.6379,61.32,40.885,11.37,59.92,55.95,106.45,74.0166,20.7,111.2,30.3,13.16,50.2,258.55,21.985,19.192,15.7,87.48,144.8,47.2,141.66,17.3213,29.675,,35.12,28.615,198.65,13.78,6.3088,40.28
2019-01-09,53.02,138.25,491.2,9.799,86.9008,19.346,72.9,103.4,420.1,89.68,32.3519,61.56,40.775,12.01,60.16,56.64,107.95,73.7282,21.23,111.7,30.09,13.235,51.18,261.55,22.545,19.632,15.85,90.8,144.9,47.83,143.34,17.4515,29.84,,35.38,28.505,197.05,13.73,6.3147,42.8
2019-01-10,52.78,138.5,489.9,9.882,85.9504,19.508,73.08,103.6,405.4,89.61,31.9996,61.76,41.215,12.17,59.92,56.61,105.6,73.7779,21.49,112.1,30.43,13.465,51.14,259.15,22.305,19.406,15.81,90.9,143.7,47.6,143.28,17.5961,29.6,,35.44,28.78,198.15,13.57,6.3321,41.9
2019-01-11,52.9,138.45,496.4,9.886,85.3306,19.556,72.98,102.55,405.9,88.38,32.6394,62.08,41.37,12.285,58.9,55.34,105.55,73.7282,21.39,112.25,30.05,13.325,51.02,258.3,21.695,19.168,15.72,90.1,141.3,46.785,143.8,17.0851,28.89,,34.2,28.855,197.95,13.77,6.3263,42.2
2019-01-14,52.58,136.55,488.7,9.958,84.6281,19.678,73.04,101.1,397.7,89.91,31.8976,61.73,41.62,12.155,58.56,56.1,105.8,72.5049,21.21,112.05,29.5,13.36,50.26,251.7,22.235,19.312,16.025,87.7,136.1,47.05,143.88,17.0803,28.77,,33.56,29.03,195.9,13.555,6.3117,40.02
2019-01-15,52.42,138.3,494.0,9.956,85.5785,19.738,73.46,100.75,394.3,92.31,32.5745,62.26,41.695,12.31,58.2,55.92,108.0,73.7879,21.4,111.95,29.69,13.605,50.22,250.8,22.145,19.21,15.91,91.0,136.9,46.985,142.4,17.1671,28.81,,33.02,29.005,196.9,13.46,6.2769,40.06
2019-01-16,52.56,137.2,488.9,10.346,85.9091,20.05,73.82,99.1,397.0,92.54,33.0659,61.47,43.08,12.55,58.54,56.88,108.35,73.9072,21.53,111.95,29.88,13.5,50.58,248.95,22.18,19.28,16.02,93.66,140.3,47.05,145.46,17.3406,29.0,,33.34,30.21,195.25,13.4,6.3263,42.92
2019-01-17,52.38,138.25,495.7,10.154,85.9091,20.1,74.38,98.62,397.5,91.76,32.4632,61.9,41.42,12.32,58.48,56.13,108.2,73.3105,21.72,112.1,29.79,13.6,50.3,246.55,22.36,19.34,16.02,93.86,142.8,46.915,146.3,17.3454,29.295,,33.1,28.5,196.75,13.445,6.3612,43.2
